,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
96,155.245.28.10,100,25,TRUE,2018/5/30 07:08,R_29tE03dqsy2xf4a,,,,,51.90859985,0.920898438,anonymous,EN,10.148,10.148,12.127,1,Minister 2,12.277,12.277,12.983,1,Minister 1,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Scandal,Plagiarism,Liberal Democrats,Male,Having an Extramarital Affair,Conservative Party,Neutral,Neutral,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Neutral,PM's Scandal,Plagiarism,Liberal Democrats,Male,Misreporting Funds,Conservative Party,Neutral,Oppose EU Integration,Misreporting Funds
97,155.245.28.12,100,41,TRUE,2018/5/30 07:09,R_1FskIhot3Az6lwg,,,,,51.90859985,0.920898438,anonymous,EN,10.565,10.565,13.255,1,Minister 2,25.987,25.987,27.039,1,Minister 1,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Neutral,Conservative Party,Plagiarism,Neutral,Liberal Democrats,No Scandal,Female,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Support EU Integration,Conservative Party,Misreporting Funds,Male,Oppose EU Integration
98,155.245.28.8,100,35,TRUE,2018/5/30 07:09,R_2QJOiKAwVp6sFmP,,,,,51.90859985,0.920898438,anonymous,EN,16.218,16.218,19.919,1,Minister 1,11.958,11.958,13.582,1,Minister 2,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Plagiarism,Conservative Party,Oppose EU Integration,Female,Oppose EU Integration,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,Plagiarism,Labour Party,No Scandal,Labour Party,Support EU Integration,Male,Neutral
99,155.245.28.4,100,38,TRUE,2018/5/30 07:10,R_1jjJqGri8BNh0Sy,,,,,51.90859985,0.920898438,anonymous,EN,31.134,31.134,32.654,1,Minister 2,4.221,4.221,5.92,1,Minister 2,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Male,Support EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Neutral,Plagiarism,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Male,Support EU Integration,Liberal Democrats,Conservative Party,Plagiarism,Neutral,Misreporting Funds
100,155.245.28.16,100,38,TRUE,2018/5/30 07:10,R_3Cqas935cEO9qaR,,,,,51.90859985,0.920898438,anonymous,EN,24.229,26.349,28.019,2,Minister 2,9.719,9.719,11.299,1,Minister 1,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Misreporting Funds,Neutral,Having an Extramarital Affair,Support EU Integration,Male,Liberal Democrats,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Plagiarism,Oppose EU Integration,Having an Extramarital Affair,Support EU Integration,Male,Liberal Democrats,Conservative Party
101,155.245.28.9,100,20,TRUE,2018/5/30 07:11,R_2qb0NYE6ueSyB5i,,,,,51.90859985,0.920898438,anonymous,EN,10.351,13.68,14.697,2,Minister 1,3.168,3.168,4.755,1,Minister 2,Gender,Male,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Male,Neutral,Oppose EU Integration,Labour Party,Sexual Harassment,Sexual Harassment,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Female,Neutral,Neutral,Liberal Democrats,Having an Extramarital Affair,Sexual Harassment,Conservative Party
102,155.245.28.17,100,61,TRUE,2018/5/30 07:12,R_322Zxp3fLTh287l,,,,,51.90859985,0.920898438,anonymous,EN,37.001,37.001,38.237,1,Minister 1,8.687,20.353,23.337,2,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Neutral,Plagiarism,Male,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Neutral,Having an Extramarital Affair,Female,Labour Party,Sexual Harassment,Labour Party,Oppose EU Integration
103,155.245.28.10,100,30,TRUE,2018/5/30 08:04,R_tVrmUa9DpMxGxKV,,,,,51.90859985,0.920898438,anonymous,EN,14.551,14.551,16.925,1,Minister 1,11.925,11.925,13.716,1,Minister 1,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Conservative Party,Sexual Harassment,Oppose EU Integration,Male,Conservative Party,Support EU Integration,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Female,Conservative Party,Oppose EU Integration,No Scandal
104,155.245.28.2,100,30,TRUE,2018/5/30 08:06,R_3phRNTZdlc7kbdf,,,,,51.90859985,0.920898438,anonymous,EN,12.33,12.33,22.727,1,Minister 1,5.444,5.444,7.517,1,Minister 1,Scandal,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Plagiarism,Male,Conservative Party,Liberal Democrats,Oppose EU Integration,Neutral,Sexual Harassment,Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,EU Integration,Neutral,PM's Scandal,No Scandal,Sexual Harassment,Female,Conservative Party,Conservative Party,Support EU Integration,Neutral,Plagiarism
105,155.245.28.9,100,41,TRUE,2018/5/30 08:08,R_1Oq4mYqgTLFXXGr,,,,,51.90859985,0.920898438,anonymous,EN,15.315,15.315,18.176,1,Minister 2,18.154,18.154,23.19,1,Minister 1,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,Neutral,Support EU Integration,Conservative Party,Plagiarism,Conservative Party,No Scandal,Male,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Support EU Integration,Oppose EU Integration,Conservative Party,Misreporting Funds,Conservative Party,Having an Extramarital Affair,Male
106,155.245.28.8,100,8,TRUE,2018/5/30 08:33,R_RmJkUZMH35cUmTn,,,,,51.90859985,0.920898438,anonymous,EN,2.805,2.805,3.723,1,Minister 1,2.287,2.287,3.716,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,Neutral,Labour Party,Misreporting Funds,Labour Party,Male,Sexual Harassment,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Oppose EU Integration,Conservative Party,Misreporting Funds,Liberal Democrats,Female,Misreporting Funds,Support EU Integration
107,155.245.28.2,100,21,TRUE,2018/5/30 08:35,R_2t5bf98CQMhQ82i,,,,,51.90859985,0.920898438,anonymous,EN,11.913,11.913,13.081,1,Minister 1,6.765,6.765,7.845,1,Minister 1,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,Liberal Democrats,Male,Conservative Party,Oppose EU Integration,Oppose EU Integration,Misreporting Funds,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Scandal,No Scandal,Liberal Democrats,Female,Conservative Party,Neutral,Oppose EU Integration,Misreporting Funds,Sexual Harassment
108,155.245.28.10,100,31,TRUE,2018/5/30 08:35,R_OJYSmr5KtDJR6bn,,,,,51.90859985,0.920898438,anonymous,EN,3.56,3.56,9.177,1,Minister 1,9.99,21.316,22.235,2,Minister 1,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Female,Sexual Harassment,Oppose EU Integration,Neutral,Conservative Party,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Liberal Democrats,Male,Plagiarism,Oppose EU Integration,Support EU Integration,Conservative Party,No Scandal
109,155.245.28.4,100,15,TRUE,2018/5/30 08:36,R_10IxdoGg3fN5MBR,,,,,51.90859985,0.920898438,anonymous,EN,7.404,8.226,8.586,2,Minister 2,5.216,6.294,6.749,2,Minister 1,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Gender,Male,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Neutral,Neutral,No Scandal,Male,Conservative Party,Liberal Democrats,Plagiarism,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Support EU Integration,Oppose EU Integration,Having an Extramarital Affair,Male,Conservative Party,Conservative Party,Plagiarism
110,155.245.28.12,100,23,TRUE,2018/5/30 08:37,R_2WCo8T32A6A0JzS,,,,,51.90859985,0.920898438,anonymous,EN,9.473,9.473,10.495,1,Minister 1,7.39,7.39,12.183,1,Minister 1,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Scandal,No Scandal,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Male,Oppose EU Integration,Misreporting Funds,Having an Extramarital Affair,Labour Party,Labour Party,Neutral,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Female,Oppose EU Integration,Sexual Harassment,Misreporting Funds,Conservative Party,Conservative Party,Neutral
111,155.245.28.9,100,34,TRUE,2018/5/30 09:07,R_1ojya0Df49BtwE5,,,,,51.90859985,0.920898438,anonymous,EN,21.541,21.541,22.764,1,Minister 1,10.948,10.948,11.796,1,Minister 2,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Plagiarism,Labour Party,Labour Party,Neutral,Misreporting Funds,Support EU Integration,Female,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Having an Extramarital Affair,Conservative Party,Conservative Party,Neutral,Misreporting Funds,Oppose EU Integration,Male
112,155.245.28.2,100,40,TRUE,2018/5/30 09:07,R_3agITk1nSGUWGdz,,,,,51.90859985,0.920898438,anonymous,EN,27.821,27.821,28.586,1,Minister 2,11.249,11.249,13.794,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Neutral,Conservative Party,Female,Having an Extramarital Affair,Misreporting Funds,Liberal Democrats,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Oppose EU Integration,Conservative Party,Female,Sexual Harassment,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration
113,155.245.28.8,100,19,TRUE,2018/5/30 09:07,R_12mccGEi5ruUe0f,,,,,51.90859985,0.920898438,anonymous,EN,4.561,4.561,7.782,1,Minister 2,4.812,4.812,11.058,1,Minister 2,Gender,Male,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Male,Neutral,Having an Extramarital Affair,Support EU Integration,Labour Party,Sexual Harassment,Labour Party,Gender,Female,EU Integration,Neutral,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Female,Support EU Integration,Sexual Harassment,Oppose EU Integration,Labour Party,Sexual Harassment,Labour Party
114,155.245.28.8,100,24,TRUE,2018/5/30 10:05,R_2wSmBdkhVFCP6Tq,,,,,51.90859985,0.920898438,anonymous,EN,8.185,8.185,8.827,1,Minister 1,13.656,13.656,14.684,1,Minister 2,Scandal,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Misreporting Funds,Female,Conservative Party,No Scandal,Oppose EU Integration,Oppose EU Integration,Conservative Party,Scandal,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Conservative Party,Misreporting Funds,Female,Conservative Party,Misreporting Funds,Support EU Integration,Support EU Integration,Conservative Party
115,155.245.28.4,100,29,TRUE,2018/5/30 10:07,R_2tccMa3lrrYCQFp,,,,,51.90859985,0.920898438,anonymous,EN,18.439,18.439,19.393,1,Minister 2,4.733,8.98,9.917,4,Minister 2,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Conservative Party,Plagiarism,Male,Conservative Party,Support EU Integration,Oppose EU Integration,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Conservative Party,Misreporting Funds,Male,Liberal Democrats,Neutral,Neutral,Having an Extramarital Affair
116,155.245.28.2,100,27,TRUE,2018/5/30 10:13,R_1Fbtf7najmtwXlH,,,,,51.90859985,0.920898438,anonymous,EN,6.477,9.084,9.61,3,Minister 2,15.646,15.646,16.99,1,Minister 2,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Neutral,Labour Party,Labour Party,Male,Having an Extramarital Affair,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Support EU Integration,Labour Party,Labour Party,Female,Plagiarism,Neutral
117,155.245.28.13,100,27,TRUE,2018/6/4 05:37,R_ThX9FDDNo5mdJ7z,,,,,51.90859985,0.920898438,anonymous,EN,10.092,10.092,17.053,1,Minister 1,8.947,8.947,10.105,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Male,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Labour Party,Neutral,Oppose EU Integration,Misreporting Funds,Male,Having an Extramarital Affair,Labour Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Labour Party,Neutral,Oppose EU Integration,Sexual Harassment,Male,No Scandal,Labour Party
118,155.245.28.31,100,15,TRUE,2018/6/4 05:37,R_swm9aTMhJ0BYoEx,,,,,51.90859985,0.920898438,anonymous,EN,1.366,1.366,2.737,1,Minister 2,2.43,11.134,11.931,3,Minister 2,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Neutral,Misreporting Funds,Conservative Party,Liberal Democrats,Support EU Integration,Misreporting Funds,Female,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Support EU Integration,No Scandal,Labour Party,Labour Party,Support EU Integration,Misreporting Funds,Female,Oppose EU Integration
119,155.245.28.11,100,14,TRUE,2018/6/4 05:38,R_26hBgvusIpnkFOh,,,,,51.90859985,0.920898438,anonymous,EN,7.485,7.485,8.373,1,Minister 1,4.088,4.088,5.195,1,Minister 2,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Labour Party,Sexual Harassment,Female,Oppose EU Integration,Misreporting Funds,Support EU Integration,Labour Party,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Female,EU Integration,Neutral,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Conservative Party,Having an Extramarital Affair,Male,Neutral,Plagiarism,Oppose EU Integration,Conservative Party
120,155.245.28.15,100,18,TRUE,2018/6/4 05:39,R_TiO4Ks0vZfqA6c1,,,,,51.90859985,0.920898438,anonymous,EN,10.593,10.593,11.969,1,Minister 1,4.794,4.794,6.061,1,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Plagiarism,Labour Party,Female,Oppose EU Integration,Labour Party,Neutral,No Scandal,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Misreporting Funds,Labour Party,Female,Neutral,Labour Party,Oppose EU Integration,Plagiarism
121,155.245.28.18,100,19,TRUE,2018/6/4 05:40,R_3nuCOPHFHqzb2hV,,,,,51.90859985,0.920898438,anonymous,EN,8.206,8.206,9.399,1,Minister 1,7.45,7.45,8.555,1,Minister 2,Gender,Male,EU Integration,Neutral,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Male,Oppose EU Integration,Plagiarism,Support EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Male,Oppose EU Integration,Misreporting Funds,Neutral,Misreporting Funds,Conservative Party,Liberal Democrats
122,155.245.28.28,100,14,TRUE,2018/6/4 05:40,R_1DLNyvQMRBALekh,,,,,51.90859985,0.920898438,anonymous,EN,1.892,1.892,5.621,1,Minister 2,6.623,6.623,7.678,1,Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Neutral,Conservative Party,Conservative Party,Having an Extramarital Affair,Male,Oppose EU Integration,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,Female,Oppose EU Integration,Misreporting Funds
123,155.245.28.16,100,19,TRUE,2018/6/4 05:40,R_2sUbRmJvEFlyBX3,,,,,51.90859985,0.920898438,anonymous,EN,15.581,15.581,16.231,1,Minister 2,1.353,1.353,2.587,1,Minister 1,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,No Scandal,Conservative Party,Conservative Party,Male,No Scandal,Oppose EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Misreporting Funds,Liberal Democrats,Conservative Party,Male,Misreporting Funds,Support EU Integration,Neutral
124,155.245.28.30,100,15,TRUE,2018/6/4 05:40,R_2f9AfJaKdsaL8K2,,,,,51.90859985,0.920898438,anonymous,EN,5.164,5.164,6.19,1,Minister 1,6.307,6.307,8.048,1,Minister 1,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,Conservative Party,Support EU Integration,Plagiarism,Oppose EU Integration,Liberal Democrats,Sexual Harassment,Female,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Female,Conservative Party,Support EU Integration,Misreporting Funds,Support EU Integration,Conservative Party,Having an Extramarital Affair,Male
125,155.245.28.20,100,36,TRUE,2018/6/4 05:40,R_2PkihY3j3gR3YRy,,,,,51.90859985,0.920898438,anonymous,EN,6.461,6.461,7.832,1,Minister 2,27.537,28.658,29.501,2,Minister 1,Gender,Male,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Partisanship,Labour Party,Male,Oppose EU Integration,No Scandal,Plagiarism,Conservative Party,Support EU Integration,Conservative Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Partisanship,Conservative Party,Male,Support EU Integration,Misreporting Funds,Plagiarism,Liberal Democrats,Support EU Integration,Conservative Party
126,155.245.28.17,100,25,TRUE,2018/6/4 05:40,R_2ctQApmeNnQgpgK,,,,,51.90859985,0.920898438,anonymous,EN,2.666,16.944,17.924,3,Minister 1,5.987,5.987,6.853,1,Minister 1,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Gender,Male,Oppose EU Integration,Support EU Integration,Conservative Party,Sexual Harassment,Conservative Party,Plagiarism,Female,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Gender,Male,Neutral,Oppose EU Integration,Conservative Party,Misreporting Funds,Liberal Democrats,Having an Extramarital Affair,Female
127,155.245.28.8,100,23,TRUE,2018/6/4 05:40,R_1qUiVE1fDHdkjPS,,,,,51.90859985,0.920898438,anonymous,EN,6.916,6.916,9.269,1,Minister 2,12.45,12.45,13.645,1,Minister 1,Gender,Female,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Male,Conservative Party,Misreporting Funds,Conservative Party,Support EU Integration,Plagiarism,Neutral,Gender,Male,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Male,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Neutral,Sexual Harassment,Neutral
