IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.9,100,69,TRUE,2018/5/30 08:05,R_2wuY31cKgPtqSWe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.309,0,18.775,18.775,20.518,1,Prime Minister 1,12.496,12.496,13.788,1,Prime Minister 1,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,Having an Extramarital Affair,Conservative Party,Support EU Integration,Having an Extranarital Affair,Male,Conservative Party,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Misreporting Funds,Male,Conservative Party
155.245.28.8,100,34,TRUE,2018/5/30 08:32,R_31gBmEvx8NBV1pb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.954,0,4.657,4.657,5.765,1,Prime Minister 1,17.796,17.796,19.23,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Male,Labour Party,Misreporting Funds,Neutral,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Conservative Party,Plagiarism,Male,Conservative Party,No Scandal,Oppose EU Integration
155.245.28.2,100,37,TRUE,2018/5/30 08:33,R_TbdN7eTDbqp8qzL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.04,0,12.741,12.741,13.838,1,Prime Minister 1,14.911,14.911,16.192,1,Prime Minister 1,Gender,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Scandal,No Scandal,Party Affiliation,Conservative Party,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,Plagiarism,Conservative Party,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Female,Conservative Party,Neutral,Having an Extramarital Affair,Having an Extranarital Affair,Conservative Party
155.245.28.10,100,44,TRUE,2018/5/30 08:33,R_3EorQvqcQkEkey0,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.398,0,8.162,8.162,10.711,1,Prime Minister 2,17.794,17.794,23.154,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,Misreporting Funds,Conservative Party,Oppose EU Integration,Conservative Party,No Scandal,Female,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Female,Misreporting Funds,Labour Party,Neutral,Labour Party,No Scandal,Male
155.245.28.4,100,31,TRUE,2018/5/30 08:34,R_1gMuPwmgIi9Kru2,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.477,0,11.658,12.717,13.039,2,Prime Minister 1,6.986,6.986,8.247,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Misreporting Funds,Liberal Democrats,Conservative Party,Female,Support EU Integration,Sexual Harassment,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,EU Integration,Neutral,Scandal,Misreporting Funds,Misreporting Funds,Labour Party,Labour Party,Female,Oppose EU Integration,Sexual Harassment
155.245.28.12,100,75,TRUE,2018/5/30 08:34,R_AvUTgtoSK7EkFOx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.65,0,22.482,22.482,26.256,1,Prime Minister 1,23.105,23.105,24.932,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Sexual Harassment,Liberal Democrats,Conservative Party,Male,Misreporting Funds,Neutral,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Having an Extranarital Affair,Liberal Democrats,Conservative Party,Male,Misreporting Funds,Neutral
155.245.28.2,100,54,TRUE,2018/5/30 09:04,R_3hruGRhd8112azA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,27.378,0,10.104,10.104,11.044,1,Prime Minister 1,15.926,15.926,16.628,1,Prime Minister 2,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Male,Labour Party,Sexual Harassment,Support EU Integration,Misreporting Funds,Labour Party,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Male,Labour Party,No Scandal,Support EU Integration,Sexual Harassment,Labour Party
155.245.28.8,100,43,TRUE,2018/5/30 09:04,R_SH9ndw8rsvgyJgZ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.899,0,14.715,18.815,20.487,3,Prime Minister 2,4.011,4.011,9.258,1,Prime Minister 1,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,No Scandal,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Neutral,Male,Plagiarism,Plagiarism,Conservative Party,Conservative Party,EU Integration,Neutral,Gender,Female,Minister's Scandal,No Scandal,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Male,Having an Extramarital Affair,No Scandal,Liberal Democrats,Conservative Party
155.245.28.9,100,69,TRUE,2018/5/30 09:05,R_1jUHHEyymTgmMJB,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.096,0,21.977,21.977,24.126,1,Prime Minister 1,7.925,7.925,9.1,1,Prime Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Oppose EU Integration,Conservative Party,Male,Misreporting Funds,Liberal Democrats,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Support EU Integration,Conservative Party,Male,Having an Extramarital Affair,Conservative Party,Plagiarism
155.245.28.8,100,32,TRUE,2018/5/30 10:03,R_1Gvm1kzkJkLpeBF,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.03,0,13.772,13.786,14.803,2,Prime Minister 2,13.08,13.901,14.227,2,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Plagiarism,Labour Party,Female,Sexual Harassment,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Labour Party,No Scandal,Labour Party,Male,No Scandal,Oppose EU Integration
155.245.28.4,100,64,TRUE,2018/5/30 10:05,R_1LMBIs95gwZWE86,,,,,51.90859985,0.920898438,anonymous,EN,12.177,20.469,30.204,2,5.863,21.219,24.213,2,Prime Minister 1,8.752,8.752,10.937,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Neutral,Male,Misreporting Funds,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Conservative Party,Conservative Party,Having an Extramarital Affair,Support EU Integration,Male,Plagiarism
155.245.28.2,100,132,TRUE,2018/5/30 10:11,R_2VaoBIpTDtxQ3Ow,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.593,0,24.666,24.666,27.903,1,Prime Minister 2,74.587,74.587,76.304,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Liberal Democrats,Sexual Harassment,Having an Extramarital Affair,Male,Conservative Party,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Liberal Democrats,Plagiarism,Having an Extramarital Affair,Male,Conservative Party,Neutral
155.245.28.13,100,51,TRUE,2018/6/4 05:36,R_3et5mWwDeNu8nTO,,,,,51.90859985,0.920898438,anonymous,EN,11.85,15.493,16.459,7,1.13,26.864,28.326,3,Prime Minister 2,6.319,6.319,7.068,1,Prime Minister 2,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,Labour Party,Having an Extramarital Affair,Oppose EU Integration,No Scandal,Labour Party,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Having an Extranarital Affair,Conservative Party,Male
155.245.28.31,100,70,TRUE,2018/6/4 05:36,R_3HvNLbB2L0nS5wc,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.667,0,21.04,21.04,21.838,1,Prime Minister 2,12.339,12.339,13.155,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,No Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Liberal Democrats,Female,Scandal,Misreporting Funds,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Gender,Male,Plagiarism,No Scandal,Labour Party,Neutral,Labour Party,Male
155.245.28.11,100,27,TRUE,2018/6/4 05:37,R_2c7rhxFDR5SNGM7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.513,0,4.377,5.438,8.249,2,Prime Minister 1,10.343,10.343,11.186,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Liberal Democrats,Conservative Party,No Scandal,Support EU Integration,Sexual Harassment,Male,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Minister's Partisanship,Liberal Democrats,Labour Party,Plagiarism,Oppose EU Integration,No Scandal,Female,Labour Party
155.245.28.20,100,49,TRUE,2018/6/4 05:38,R_3s5HtGVWj3FW52j,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.92,0,9.484,9.484,13.29,1,Prime Minister 1,7.221,7.221,9.526,1,Prime Minister 1,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Gender,Male,Misreporting Funds,Neutral,Conservative Party,No Scandal,Conservative Party,Female,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Gender,Female,Plagiarism,Support EU Integration,Conservative Party,No Scandal,Conservative Party,Female
155.245.28.15,100,37,TRUE,2018/6/4 05:38,R_3qEh5L7QnThFLP5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.66,0,16.822,16.822,17.812,1,Prime Minister 1,5.845,5.845,6.653,1,Prime Minister 1,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Sexual Harassment,Female,Conservative Party,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Gender,Male,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Sexual Harassment,Male,Conservative Party,Plagiarism
155.245.28.17,100,55,TRUE,2018/6/4 05:38,R_2wsDn9axcYQUMgn,,,,,51.90859985,0.920898438,anonymous,EN,0,0,32.203,0,3.705,10.584,12.419,6,Prime Minister 1,9.237,11.035,11.407,2,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Conservative Party,No Scandal,Oppose EU Integration,Conservative Party,Female,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,No Scandal,Conservative Party,Having an Extranarital Affair,Neutral,Conservative Party,Female,Misreporting Funds
155.245.28.16,100,40,TRUE,2018/6/4 05:38,R_sNYV5plhqvDaQCt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.948,0,14.808,14.808,16.655,1,Prime Minister 2,11.149,11.149,11.984,1,Prime Minister 1,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,No Scandal,Gender,Male,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Conservative Party,Support EU Integration,No Scandal,Male,No Scandal,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Plagiarism,Gender,Female,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Conservative Party,Oppose EU Integration,Having an Extranarital Affair,Male,Plagiarism,Conservative Party
155.245.28.26,100,36,TRUE,2018/6/4 05:38,R_Uo1fQMCVR9K6Yxz,,,,,51.90859985,0.920898438,anonymous,EN,6.397,6.397,8.796,1,14.718,14.718,15.764,1,Prime Minister 2,8.886,8.886,11.305,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,No Scandal,Misreporting Funds,Oppose EU Integration,Female,Labour Party,Labour Party,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Plagiarism,Sexual Harassment,Neutral,Female,Conservative Party,Liberal Democrats
155.245.28.18,100,40,TRUE,2018/6/4 05:38,R_22rGAhTbn6vPGqo,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.287,0,17.953,17.953,19.516,1,Prime Minister 1,6.697,6.697,7.826,1,Prime Minister 1,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Conservative Party,Sexual Harassment,Female,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Gender,Male,EU Integration,Neutral,Conservative Party,Plagiarism,Conservative Party,Plagiarism,Female,Oppose EU Integration
155.245.28.30,100,62,TRUE,2018/6/4 05:38,R_1CmAwXkp5fAtWK3,,,,,51.90859985,0.920898438,anonymous,EN,0,0,30.436,0,13.966,13.966,17.238,1,Prime Minister 1,14.15,14.15,15.707,1,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Labour Party,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Oppose EU Integration,Labour Party,Female,Plagiarism,Labour Party,Misreporting Funds
155.245.28.8,100,53,TRUE,2018/6/4 05:38,R_1TfvI8Fif9ZPv0d,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.516,0,8.104,8.104,12.798,1,Prime Minister 1,7.353,10.461,12.228,2,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Labour Party,Labour Party,Plagiarism,Female,Sexual Harassment,Support EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Male,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Conservative Party,Conservative Party,Misreporting Funds,Female,Plagiarism,Oppose EU Integration
155.245.28.28,100,60,TRUE,2018/6/4 05:38,R_cByOcf6ynE4dBC1,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.114,0,16.174,16.174,23.65,1,Prime Minister 2,5.478,5.478,7.001,1,Prime Minister 2,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Labour Party,No Scandal,Neutral,Conservative Party,Having an Extramarital Affair,Female,Liberal Democrats,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Conservative Party,Plagiarism,Support EU Integration,Conservative Party,Having an Extramarital Affair,Male,Conservative Party
155.245.28.9,100,53,TRUE,2018/6/4 05:38,R_ZIVSXjVzurjrHrP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.261,0,5.135,20.437,24.325,15,Prime Minister 1,17.403,22.439,23.019,9,Prime Minister 2,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Labour Party,Support EU Integration,Sexual Harassment,Male,Labour Party,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Conservative Party,Neutral,Sexual Harassment,Male,Conservative Party
155.245.28.12,100,48,TRUE,2018/6/4 05:38,R_sZmuHl09daCREeB,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.793,0,14.021,14.021,15.867,1,Prime Minister 1,8.18,8.18,9.25,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Labour Party,Sexual Harassment,Oppose EU Integration,Male,Labour Party,Having an Extranarital Affair,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,EU Integration,Neutral,Gender,Male,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Conservative Party,No Scandal,Neutral,Female,Conservative Party,No Scandal
155.245.28.21,100,67,TRUE,2018/6/4 05:38,R_2BwB1pbcFCXv7ur,,,,,51.90859985,0.920898438,anonymous,EN,25.063,25.063,25.789,1,5.326,5.326,10.551,1,Prime Minister 2,23.555,30.914,32.455,2,Prime Minister 2,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,Minister's Scandal,Misreporting Funds,Liberal Democrats,Support EU Integration,Conservative Party,Misreporting Funds,Female,Having an Extramarital Affair,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,Misreporting Funds,Liberal Democrats,Support EU Integration,Conservative Party,Having an Extranarital Affair,Female,No Scandal
155.245.28.4,100,62,TRUE,2018/6/4 05:39,R_3MmyRYLik9SqiTR,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.649,0,16.018,16.018,17.132,1,Prime Minister 2,20.539,20.539,21.882,1,Prime Minister 1,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Liberal Democrats,Conservative Party,No Scandal,Sexual Harassment,Oppose EU Integration,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Liberal Democrats,Conservative Party,No Scandal,Having an Extramarital Affair,Oppose EU Integration,Male
155.245.28.27,100,74,TRUE,2018/6/4 05:39,R_32UWNezwZkMMi5m,,,,,51.90859985,0.920898438,anonymous,EN,21.805,23.178,39.563,2,8.459,17.85,20.014,5,Prime Minister 2,13.345,15.253,16.698,2,Prime Minister 2,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Sexual Harassment,Conservative Party,Male,Liberal Democrats,Plagiarism,Neutral,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Having an Extranarital Affair,Conservative Party,Male,Liberal Democrats,Having an Extramarital Affair,Oppose EU Integration
155.245.28.35,100,68,TRUE,2018/6/4 05:39,R_U9NBAwUeRnpgYoN,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.527,0,16.375,16.375,22.476,1,Prime Minister 2,6.994,6.994,10.734,1,Prime Minister 2,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Labour Party,Male,Plagiarism,Sexual Harassment,Support EU Integration,Labour Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Labour Party,Female,Having an Extranarital Affair,Plagiarism,Oppose EU Integration,Labour Party
155.245.28.19,100,98,TRUE,2018/6/4 05:39,R_2XcEuCvNBBrKPmi,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.97,0,31.463,31.463,34.574,1,Prime Minister 2,36.33,36.33,37.68,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Scandal,Sexual Harassment,Neutral,Labour Party,Male,Labour Party,No Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Oppose EU Integration,Conservative Party,Female,Conservative Party,Plagiarism,Plagiarism
155.245.28.34,100,80,TRUE,2018/6/4 05:39,R_3O1gJ1aSzuPqfD8,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.554,0,38.471,38.471,40.764,1,Prime Minister 2,15.496,15.496,17.363,1,Prime Minister 1,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Neutral,Sexual Harassment,Liberal Democrats,Female,Sexual Harassment,Conservative Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Support EU Integration,Sexual Harassment,Conservative Party,Male,Having an Extramarital Affair,Conservative Party
155.245.28.29,100,65,TRUE,2018/6/4 05:39,R_2D8mTRvN11w38aa,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.748,0,19.542,19.542,20.731,1,Prime Minister 1,7.94,7.94,9.757,1,Prime Minister 2,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Male,Liberal Democrats,Support EU Integration,Plagiarism,Plagiarism,Conservative Party,Gender,Female,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Scandal,No Scandal,Party Affiliation,Labour Party,Male,Labour Party,Oppose EU Integration,No Scandal,No Scandal,Labour Party
155.245.28.10,100,88,TRUE,2018/6/4 05:40,R_1guA1nC3ZsuzcXw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.917,0,31.663,31.663,34.147,1,Prime Minister 2,25.27,25.27,26.493,1,Prime Minister 2,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Gender,Male,Conservative Party,Neutral,Misreporting Funds,Liberal Democrats,No Scandal,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Scandal,No Scandal,Gender,Male,Labour Party,Support EU Integration,Misreporting Funds,Labour Party,Having an Extranarital Affair,Female
155.245.28.23,100,71,TRUE,2018/6/4 05:41,R_2dsv9pJYO9tJsHx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.03,0,40.166,51.524,52.101,3,Prime Minister 1,9.28,9.28,10.81,1,Prime Minister 1,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Having an Extranarital Affair,Labour Party,Oppose EU Integration,Labour Party,Female,Having an Extramarital Affair,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,No Scandal,No Scandal,Labour Party,Oppose EU Integration,Labour Party,Male,Sexual Harassment
