IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.14,100,25,TRUE,2018/6/4 06:06,R_3hgM4yYVneewfLM,,,,,51.90859985,0.920898438,anonymous,EN,15.143,15.143,17.33,1,Candidate 1,6.752,6.752,8.025,1,Candidate 2,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,Liberal Democrats,Neutral,Female,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,Conservative Party,Neutral,Female,No Scandal
155.245.28.11,100,22,TRUE,2018/6/4 06:06,R_UQhA1CZ6cUukDXX,,,,,51.90859985,0.920898438,anonymous,EN,10.459,10.459,12.249,1,Candidate 1,8.511,8.511,9.217,1,Candidate 2,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,No Scandal,Male,Liberal Democrats,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Neutral,No Scandal,Female,Liberal Democrats,Support EU Integration
155.245.28.19,100,35,TRUE,2018/6/4 06:06,R_2TFuWCDXvS5nVwE,,,,,51.90859985,0.920898438,anonymous,EN,17.848,17.848,19.302,1,Candidate 1,15.32,15.32,16.701,1,Candidate 1,Party Affiliation,Labour Party,Gender,Female,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Neutral,Party Affiliation,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Labour Party,Male,Misreporting Funds,Neutral
155.245.28.17,100,20,TRUE,2018/6/4 06:06,R_1Liff7FP2GLuJJe,,,,,51.90859985,0.920898438,anonymous,EN,10.546,10.546,11.888,1,Candidate 1,7.335,7.335,8.131,1,Candidate 1,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Male,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Having an Extramarital Affair,Labour Party,Male,Support EU Integration
155.245.28.10,100,22,TRUE,2018/6/4 06:06,R_3m8ErlnBPEnKphG,,,,,51.90859985,0.920898438,anonymous,EN,7.181,7.181,10.818,1,Candidate 1,9.928,9.928,11.572,1,Candidate 1,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Male,Misreporting Funds,Support EU Integration,Liberal Democrats,Gender,Male,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Male,Having an Extramarital Affair,Oppose EU Integration,Conservative Party
155.245.28.12,100,25,TRUE,2018/6/4 06:07,R_1i5pKzMIX4ML8QX,,,,,51.90859985,0.920898438,anonymous,EN,16.687,16.687,17.885,1,Candidate 1,5.236,5.236,6.165,1,Candidate 2,Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Having an Extramarital Affair,Male,Conservative Party,Support EU Integration,Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Sexual Harassment,Male,Labour Party,Neutral
155.245.28.13,100,42,TRUE,2018/6/4 06:07,R_QhwshkSIe3HoBIl,,,,,51.90859985,0.920898438,anonymous,EN,19.945,19.945,21.239,1,Candidate 2,20.412,20.412,22.107,1,Candidate 1,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,No Scandal,Support EU Integration,Labour Party,Male,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Male
155.245.28.9,100,120,TRUE,2018/6/4 06:09,R_20VjkJLJPGGpIsN,,,,,51.90859985,0.920898438,anonymous,EN,64.267,64.267,67.171,1,Candidate 2,16.728,16.728,57.149,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Party Affiliation,Labour Party,Support EU Integration,Female,No Scandal,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Support EU Integration,Female,Plagiarism,Liberal Democrats
155.245.28.12,100,28,TRUE,2018/6/4 06:34,R_STB2kRJXqHfdQid,,,,,51.90859985,0.920898438,anonymous,EN,11.832,11.832,13.877,1,Candidate 1,12.86,12.86,14.753,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Support EU Integration,Male,Sexual Harassment,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Support EU Integration,Male,Having an Extramarital Affair,Conservative Party
155.245.28.9,100,33,TRUE,2018/6/4 06:35,R_2P29EOg6FTdPvhd,,,,,51.90859985,0.920898438,anonymous,EN,4.878,4.878,6.696,1,Candidate 1,25.061,25.061,27.444,1,Candidate 1,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Female,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,Male,Support EU Integration,Sexual Harassment,Liberal Democrats
155.245.28.4,100,46,TRUE,2018/6/4 06:35,R_1l0r0BqSoPIakX0,,,,,51.90859985,0.920898438,anonymous,EN,23.809,23.809,33.154,1,Candidate 2,13.789,13.789,15.025,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Scandal,Sexual Harassment,Conservative Party,Male,Oppose EU Integration,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Liberal Democrats,Male,Neutral,Misreporting Funds
155.245.28.13,100,23,TRUE,2018/6/4 06:36,R_1rfDt0Vh2dB8hzG,,,,,51.90859985,0.920898438,anonymous,EN,6.014,6.014,8.753,1,Candidate 2,12.921,12.921,14.401,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,Female,Labour Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Support EU Integration,Having an Extramarital Affair,Male,Conservative Party
155.245.28.11,100,21,TRUE,2018/6/4 06:36,R_cNIYVIhKZm79hqF,,,,,51.90859985,0.920898438,anonymous,EN,6.519,6.519,9.235,1,Candidate 1,10.634,10.634,12.223,1,Candidate 1,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Oppose EU Integration,Male,Conservative Party,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,Oppose EU Integration,Male,Liberal Democrats,Misreporting Funds
155.245.28.2,100,21,TRUE,2018/6/4 06:41,R_2D0IWCXatVyZH95,,,,,51.90859985,0.920898438,anonymous,EN,7.53,7.53,9.045,1,Candidate 2,10.286,10.286,11.783,1,Candidate 1,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,Sexual Harassment,Liberal Democrats,Neutral,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,Sexual Harassment,Liberal Democrats,Neutral,Male
155.245.28.13,100,28,TRUE,2018/6/4 07:04,R_2ZP9j0NaGIzVfwS,,,,,51.90859985,0.920898438,anonymous,EN,12.937,21.139,21.984,3,Candidate 2,2.478,2.478,5.336,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Liberal Democrats,Female,Misreporting Funds,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Neutral,Labour Party,Female,No Scandal,Oppose EU Integration
155.245.28.16,100,27,TRUE,2018/6/4 07:05,R_DNsL76DDdFQc6jL,,,,,51.90859985,0.920898438,anonymous,EN,11.556,11.556,12.648,1,Candidate 1,14.187,14.187,15.353,1,Candidate 2,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Support EU Integration,Female,Liberal Democrats,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Neutral,Female,Liberal Democrats,Having an Extramarital Affair
155.245.28.4,100,21,TRUE,2018/6/4 07:05,R_ue6eSXDYF5FgXIt,,,,,51.90859985,0.920898438,anonymous,EN,6.718,6.718,8.623,1,Candidate 2,11.452,11.452,12.376,1,Candidate 1,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Male,Support EU Integration,Labour Party,Having an Extramarital Affair,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Female,Support EU Integration,Labour Party,Misreporting Funds
155.245.28.12,100,32,TRUE,2018/6/4 07:07,R_1Fy5MWna1YDFvsY,,,,,51.90859985,0.920898438,anonymous,EN,11.233,11.233,14.549,1,Candidate 1,13.962,17.874,18.278,2,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Labour Party,Oppose EU Integration,Male,Having an Extramarital Affair,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Neutral,Male,Plagiarism,Liberal Democrats
155.245.28.9,100,34,TRUE,2018/6/4 07:07,R_2dseis0mfa0Gewn,,,,,51.90859985,0.920898438,anonymous,EN,20.927,20.927,22.209,1,Candidate 1,12.045,12.045,13.049,1,Candidate 2,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,Oppose EU Integration,Labour Party,Misreporting Funds,Male,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Male,Support EU Integration,Liberal Democrats,No Scandal,Female
155.245.28.8,100,43,TRUE,2018/6/4 07:07,R_27OU2oExwLHcBOa,,,,,51.90859985,0.920898438,anonymous,EN,12.499,12.499,14.817,1,Candidate 1,16.011,16.011,30.008,1,Candidate 2,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,Support EU Integration,Male,Sexual Harassment,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Neutral,Male,Misreporting Funds,Conservative Party
155.245.28.2,100,24,TRUE,2018/6/4 07:07,R_1llWnOQxgavceSa,,,,,51.90859985,0.920898438,anonymous,EN,12.877,12.877,13.756,1,Candidate 2,8.462,8.462,9.827,1,Candidate 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Plagiarism,Liberal Democrats,Male,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Plagiarism,Labour Party,Female,Oppose EU Integration
155.245.28.17,100,33,TRUE,2018/6/4 07:08,R_1g7m6AANOCrriYS,,,,,51.90859985,0.920898438,anonymous,EN,26.825,26.825,27.898,1,Candidate 2,4.555,4.555,5.468,1,Candidate 1,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Sexual Harassment,Support EU Integration,Female,Liberal Democrats,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Male,Conservative Party
155.245.28.10,100,120,TRUE,2018/6/4 07:09,R_26exGb0PpIF1EiE,,,,,51.90859985,0.920898438,anonymous,EN,50.205,50.205,96.24,1,Candidate 2,18.779,27.09,27.604,7,Candidate 1,Gender,Male,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Male,Liberal Democrats,Having an Extramarital Affair,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Neutral,Male,Labour Party,Misreporting Funds,Oppose EU Integration
155.245.28.14,100,81,TRUE,2018/6/4 07:09,R_3n3N59DXnrbQz3H,,,,,51.90859985,0.920898438,anonymous,EN,63.686,63.686,65.15,1,Candidate 2,18.058,18.058,20.351,1,Candidate 1,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Male,Labour Party,Misreporting Funds,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Female,Conservative Party,Misreporting Funds,Support EU Integration
155.245.28.10,100,27,TRUE,2018/6/4 07:33,R_2PzNjBYvBcFkC0Z,,,,,51.90859985,0.920898438,anonymous,EN,10.892,10.892,12.292,1,Candidate 2,14.325,14.325,15.085,1,Candidate 2,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Misreporting Funds,Liberal Democrats,Male,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,No Scandal,Conservative Party,Male,Oppose EU Integration
155.245.28.2,100,38,TRUE,2018/6/4 07:34,R_1LHir6gFOibWfoM,,,,,51.90859985,0.920898438,anonymous,EN,28.554,28.554,31.027,1,Candidate 2,7.061,7.061,7.874,1,Candidate 2,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Male,Plagiarism,Labour Party,Support EU Integration,Female,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Female
155.245.28.8,100,19,TRUE,2018/6/4 07:34,R_1CvCBbltW99f9y8,,,,,51.90859985,0.920898438,anonymous,EN,6.789,6.789,8.856,1,Candidate 2,8.938,8.938,10.316,1,Candidate 2,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Male,Conservative Party,Misreporting Funds,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Male,Conservative Party,Misreporting Funds,Neutral
155.245.28.9,100,18,TRUE,2018/6/4 07:34,R_1DqaGH1NkAe5UlC,,,,,51.90859985,0.920898438,anonymous,EN,9.332,9.332,10.79,1,Candidate 1,5.824,5.824,7.478,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Liberal Democrats,Oppose EU Integration,Plagiarism,Male,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,Oppose EU Integration,Plagiarism,Female,Labour Party
155.245.28.11,100,35,TRUE,2018/6/4 07:35,R_2qf1ISDOySJOmCT,,,,,51.90859985,0.920898438,anonymous,EN,7.304,7.304,8.469,1,Candidate 1,26.344,26.344,27.941,1,Candidate 2,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Labour Party,Misreporting Funds,Oppose EU Integration,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Plagiarism,Oppose EU Integration,Female
155.245.28.12,100,28,TRUE,2018/6/4 07:35,R_yqF56Exe9WYx2aR,,,,,51.90859985,0.920898438,anonymous,EN,9.06,9.06,10.377,1,Candidate 2,13.214,15.974,17.772,2,Candidate 1,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Scandal,Plagiarism,Support EU Integration,Labour Party,Female,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair
155.245.28.11,100,30,TRUE,2018/6/4 08:02,R_1cXGJyMZ22YFhuZ,,,,,51.90859985,0.920898438,anonymous,EN,11.458,11.458,13.308,1,Candidate 1,16.469,16.469,17.581,1,Candidate 1,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,Support EU Integration,No Scandal,Male,Labour Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,Oppose EU Integration,Plagiarism,Male,Labour Party
155.245.28.4,100,14,TRUE,2018/6/4 08:03,R_2YPo2UO6ChuFNHG,,,,,51.90859985,0.920898438,anonymous,EN,3.743,3.743,6.077,1,Candidate 2,5.582,5.582,7.624,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,Labour Party,Neutral,Male,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Female,Having an Extramarital Affair
155.245.28.8,100,21,TRUE,2018/6/4 08:07,R_214XB9fLfz6gWrK,,,,,51.90859985,0.920898438,anonymous,EN,8.371,8.371,9.649,1,Candidate 1,7.136,7.136,10.912,1,Candidate 2,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Support EU Integration,Male,Labour Party,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Support EU Integration,Female,Liberal Democrats,Misreporting Funds
155.245.28.2,100,9,TRUE,2018/6/4 08:32,R_2pMJbRzlwadnWeM,,,,,51.90859985,0.920898438,anonymous,EN,1.897,1.897,2.732,1,Candidate 2,5.41,5.41,6.097,1,Candidate 2,Gender,Female,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Male,Plagiarism,Support EU Integration,Labour Party,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Female,Misreporting Funds,Support EU Integration,Labour Party
155.245.28.10,100,16,TRUE,2018/6/4 08:33,R_2YWjh5NIpAwb22x,,,,,51.90859985,0.920898438,anonymous,EN,5.739,6.916,7.687,2,Candidate 1,5.614,5.614,8.256,1,Candidate 1,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Misreporting Funds,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Female,Conservative Party,Support EU Integration,Sexual Harassment
155.245.28.11,100,27,TRUE,2018/6/4 08:34,R_3eejy45FyU9hz3j,,,,,51.90859985,0.920898438,anonymous,EN,7.826,7.826,15.837,1,Candidate 1,9.546,9.546,11.091,1,Candidate 1,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Female,Liberal Democrats,Oppose EU Integration,No Scandal,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Scandal,Plagiarism,Male,Liberal Democrats,Oppose EU Integration,Plagiarism
155.245.28.17,100,19,TRUE,2018/6/4 08:34,R_324MTTSYDntJv0o,,,,,51.90859985,0.920898438,anonymous,EN,4.977,4.977,6.566,1,Candidate 1,11.477,11.477,12.482,1,Candidate 2,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Female,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,Scandal,Sexual Harassment,Labour Party,Support EU Integration,Male,Sexual Harassment
155.245.28.4,100,25,TRUE,2018/6/4 08:34,R_1H8Ab7b91DmJyk7,,,,,51.90859985,0.920898438,anonymous,EN,18.675,18.675,20.17,1,Candidate 1,4.046,4.046,5.123,1,Candidate 1,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Having an Extramarital Affair,Neutral,Female,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Sexual Harassment,Oppose EU Integration,Female,Liberal Democrats
155.245.28.12,100,26,TRUE,2018/6/4 08:35,R_2q9oiZDkEGJsQbd,,,,,51.90859985,0.920898438,anonymous,EN,14.517,14.517,16.069,1,Candidate 2,10.065,10.065,10.778,1,Candidate 2,Gender,Male,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Male,Plagiarism,Oppose EU Integration,Labour Party,Gender,Female,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Male,Having an Extramarital Affair,Support EU Integration,Labour Party
155.245.28.15,100,22,TRUE,2018/6/4 08:36,R_2VlLAiCERaM6D1G,,,,,51.90859985,0.920898438,anonymous,EN,9.25,9.25,10.788,1,Candidate 1,10.168,10.168,11.216,1,Candidate 1,EU Integration,Support EU Integration,Gender,Female,Scandal,No Scandal,Party Affiliation,Labour Party,Neutral,Male,Having an Extramarital Affair,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Neutral,Male,Sexual Harassment,Conservative Party
155.245.28.14,100,37,TRUE,2018/6/4 08:36,R_3etxpLq5k99GtjS,,,,,51.90859985,0.920898438,anonymous,EN,16.539,16.539,24.211,1,Candidate 2,12.055,12.055,13.34,1,Candidate 2,Gender,Female,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Female,Support EU Integration,No Scandal,Conservative Party,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Conservative Party,Female,Support EU Integration,Having an Extramarital Affair,Labour Party
155.245.28.8,100,43,TRUE,2018/6/4 08:36,R_3PvoV0CBUv9I3G5,,,,,51.90859985,0.920898438,anonymous,EN,16.059,16.059,26.29,1,Candidate 1,14.647,14.647,17.914,1,Candidate 2,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,Male,Oppose EU Integration,Plagiarism,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Male,Neutral,Having an Extramarital Affair,Labour Party
155.245.28.9,100,26,TRUE,2018/6/4 08:37,R_ssSXjfxDj537xKx,,,,,51.90859985,0.920898438,anonymous,EN,12.241,12.241,13.506,1,Candidate 2,11.412,11.412,13.321,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,Oppose EU Integration,No Scandal,Male,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Female,Party Affiliation,Conservative Party,Support EU Integration,Sexual Harassment,Female,Conservative Party
155.245.28.13,100,31,TRUE,2018/6/4 08:38,R_2CD3BQfGHU6PXTL,,,,,51.90859985,0.920898438,anonymous,EN,8.777,8.777,10.808,1,Candidate 1,18.848,18.848,20.328,1,Candidate 1,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Male,Oppose EU Integration,No Scandal,Labour Party,Gender,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Female,Support EU Integration,Misreporting Funds,Labour Party
