,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
96,155.245.28.10,100,79,TRUE,2018/5/30 07:10,R_3qVyBa7c4CrmyCh,,,,,51.90859985,0.920898438,anonymous,EN,14.386,14.386,15.018,1,Minister 2,14.3,14.3,15.7,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Neutral,Misreporting Funds,Labour Party,Male,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Gender,Female,Neutral,Having an Extramarital Affair,Conservative Party,Support EU Integration,Misreporting Funds,Conservative Party,Female
97,155.245.28.12,100,61,TRUE,2018/5/30 07:10,R_3nMmaCcVzpaYadG,,,,,51.90859985,0.920898438,anonymous,EN,5.792,5.792,7.141,1,Minister 1,4.811,4.811,7.723,1,Minister 2,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Support EU Integration,Female,Sexual Harassment,Misreporting Funds,Liberal Democrats,Conservative Party,Neutral,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Plagiarism,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Neutral,Male,No Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Support EU Integration
98,155.245.28.16,100,64,TRUE,2018/5/30 07:12,R_23a9eDnHG16yVwN,,,,,51.90859985,0.920898438,anonymous,EN,5.342,5.342,7.526,1,Minister 2,3.041,3.041,4.561,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Support EU Integration,Plagiarism,Support EU Integration,Male,Having an Extramarital Affair,Conservative Party,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,Oppose EU Integration,Male,No Scandal,Labour Party,Labour Party
99,155.245.28.8,100,155,TRUE,2018/5/30 07:12,R_2fdQUIldEDsaAmy,,,,,51.90859985,0.920898438,anonymous,EN,8.823,8.823,13.274,1,Minister 1,11.064,11.064,12.117,1,Minister 1,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Scandal,No Scandal,Male,Oppose EU Integration,Liberal Democrats,Support EU Integration,Plagiarism,Conservative Party,Misreporting Funds,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,Female,Neutral,Conservative Party,Oppose EU Integration,Misreporting Funds,Conservative Party,No Scandal
100,155.245.28.9,100,104,TRUE,2018/5/30 07:12,R_1zhmYgFU43iDDKp,,,,,51.90859985,0.920898438,anonymous,EN,6.929,6.929,7.766,1,Minister 2,8.729,8.729,9.899,1,Minister 1,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Neutral,No Scandal,Labour Party,Plagiarism,Neutral,Female,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Oppose EU Integration,Misreporting Funds,Conservative Party,No Scandal,Oppose EU Integration,Male,Liberal Democrats
101,155.245.28.4,100,138,TRUE,2018/5/30 07:13,R_3dXoK6ZA0P57JoI,,,,,51.90859985,0.920898438,anonymous,EN,5.533,5.533,8.524,1,Minister 1,8.732,8.732,12.523,1,Minister 1,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Female,Oppose EU Integration,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Male,Oppose EU Integration,Misreporting Funds,Having an Extramarital Affair,Neutral,Conservative Party,Conservative Party
102,155.245.28.17,100,106,TRUE,2018/5/30 07:14,R_2xFSZKKbzX25bX2,,,,,51.90859985,0.920898438,anonymous,EN,27.577,27.577,29.317,1,Minister 1,19.34,19.34,20.256,1,Minister 2,PM's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Male,Liberal Democrats,Sexual Harassment,Plagiarism,Support EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Conservative Party,Female,Liberal Democrats,Sexual Harassment,Sexual Harassment,Support EU Integration,Neutral
103,155.245.28.10,100,68,TRUE,2018/5/30 08:05,R_2BhAogwj4hcin74,,,,,51.90859985,0.920898438,anonymous,EN,8.666,8.666,11.481,1,Minister 1,11.86,11.86,14.097,1,Minister 1,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Gender,Female,Oppose EU Integration,Conservative Party,Plagiarism,Liberal Democrats,No Scandal,Oppose EU Integration,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Conservative Party,Sexual Harassment,Oppose EU Integration,Female
104,155.245.28.2,100,80,TRUE,2018/5/30 08:07,R_2E67FoXKyHsDDVs,,,,,51.90859985,0.920898438,anonymous,EN,10.676,10.676,12.072,1,Minister 1,10.867,10.867,12.421,1,Minister 1,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Neutral,Conservative Party,Male,Support EU Integration,Conservative Party,No Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,Neutral,Liberal Democrats,Male,Neutral,Conservative Party,Plagiarism,Having an Extramarital Affair
105,155.245.28.9,100,115,TRUE,2018/5/30 08:10,R_2Cwdkymi9zgCTrx,,,,,51.90859985,0.920898438,anonymous,EN,23.039,23.039,24.203,1,Minister 2,12.354,12.354,13.652,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Oppose EU Integration,Conservative Party,Misreporting Funds,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Neutral,Conservative Party,Plagiarism,Male,Conservative Party,Oppose EU Integration,No Scandal
106,155.245.28.8,100,67,TRUE,2018/5/30 08:34,R_UuQvGiHYjKH10nD,,,,,51.90859985,0.920898438,anonymous,EN,8.896,8.896,9.761,1,Minister 1,5.139,5.139,5.861,1,Minister 2,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Female,PM's Partisanship,Labour Party,Neutral,Oppose EU Integration,No Scandal,Labour Party,Sexual Harassment,Female,Labour Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Support EU Integration,Neutral,No Scandal,Labour Party,Having an Extramarital Affair,Male,Labour Party
107,155.245.28.2,100,86,TRUE,2018/5/30 08:36,R_10Z7F62wLiiqD7p,,,,,51.90859985,0.920898438,anonymous,EN,7.086,7.086,8.114,1,Minister 1,8.027,8.027,10.485,1,Minister 2,PM's Scandal,No Scandal,EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Female,Plagiarism,Neutral,Sexual Harassment,Neutral,Conservative Party,Conservative Party,Female,PM's Scandal,Plagiarism,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Female,Misreporting Funds,Support EU Integration,No Scandal,Support EU Integration,Conservative Party,Conservative Party,Male
108,155.245.28.10,100,91,TRUE,2018/5/30 08:36,R_2xW9Ck2RMYIw4rU,,,,,51.90859985,0.920898438,anonymous,EN,4.47,7.827,8.885,2,Minister 2,8.781,8.781,11.274,1,Minister 2,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Sexual Harassment,Liberal Democrats,Misreporting Funds,Neutral,Conservative Party,Neutral,Female,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Having an Extramarital Affair,Labour Party,Sexual Harassment,Support EU Integration,Labour Party,Oppose EU Integration,Male,Misreporting Funds
109,155.245.28.4,100,64,TRUE,2018/5/30 08:37,R_3L6xguIXUcMwOqH,,,,,51.90859985,0.920898438,anonymous,EN,2.965,2.965,3.824,1,Minister 1,2.476,4.647,5.697,2,Minister 2,Scandal,Plagiarism,EU Integration,Neutral,PM's Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,No Scandal,Support EU Integration,Sexual Harassment,Female,Conservative Party,Oppose EU Integration,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Sexual Harassment,Oppose EU Integration,No Scandal,Female,Liberal Democrats,Oppose EU Integration,Conservative Party
110,155.245.28.12,100,78,TRUE,2018/5/30 08:39,R_2WwlGI41SMmLPcU,,,,,51.90859985,0.920898438,anonymous,EN,14.862,14.862,15.921,1,Minister 1,5.651,5.651,7.048,1,Minister 1,Scandal,Plagiarism,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Misreporting Funds,Misreporting Funds,Labour Party,Neutral,Neutral,Labour Party,Female,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,Having an Extramarital Affair,Sexual Harassment,Labour Party,Support EU Integration,Support EU Integration,Labour Party,Female
111,155.245.28.2,100,80,TRUE,2018/5/30 09:08,R_2zdcwrWBGyUyYLg,,,,,51.90859985,0.920898438,anonymous,EN,21.044,21.044,23.385,1,Minister 2,7.653,7.653,9.875,1,Minister 2,PM's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Plagiarism,Conservative Party,Neutral,No Scandal,Male,Oppose EU Integration,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Misreporting Funds,Labour Party,Neutral,Plagiarism,Male,Oppose EU Integration,Labour Party
112,155.245.28.8,100,85,TRUE,2018/5/30 09:08,R_1locYpcHjiOsRg1,,,,,51.90859985,0.920898438,anonymous,EN,8.702,8.702,13.277,1,Minister 2,8.154,8.154,9.628,1,Minister 1,EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Support EU Integration,Having an Extramarital Affair,Neutral,Female,Conservative Party,Conservative Party,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Neutral,No Scandal,Neutral,Male,Labour Party,Labour Party,Misreporting Funds
113,155.245.28.9,100,116,TRUE,2018/5/30 09:09,R_2tbYThr13Aa7KyY,,,,,51.90859985,0.920898438,anonymous,EN,27.147,27.147,28.319,1,Minister 1,9.246,9.246,10.216,1,Minister 1,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Female,Conservative Party,Having an Extramarital Affair,Having an Extramarital Affair,Conservative Party,Neutral,Neutral,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Having an Extramarital Affair,Misreporting Funds,Conservative Party,Oppose EU Integration,Neutral,Female
114,155.245.28.8,100,92,TRUE,2018/5/30 10:06,R_3ltylWpbiY0jhKo,,,,,51.90859985,0.920898438,anonymous,EN,13.255,18.961,19.527,4,Minister 1,13.767,13.767,14.335,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Neutral,Sexual Harassment,Oppose EU Integration,Labour Party,Having an Extramarital Affair,Female,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,Support EU Integration,Having an Extramarital Affair,Support EU Integration,Liberal Democrats,Having an Extramarital Affair,Female,Conservative Party
115,155.245.28.4,100,153,TRUE,2018/5/30 10:10,R_2TXjS5LMSkCa8sd,,,,,51.90859985,0.920898438,anonymous,EN,11.071,11.071,19.629,1,Minister 1,6.642,6.642,13.139,1,Minister 1,EU Integration,Neutral,Gender,Male,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Female,Labour Party,Misreporting Funds,Labour Party,Misreporting Funds,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Neutral,Female,Conservative Party,Having an Extramarital Affair,Liberal Democrats,Misreporting Funds,Support EU Integration
116,155.245.28.2,100,86,TRUE,2018/5/30 10:14,R_1gd5XO1o4QbFfHJ,,,,,51.90859985,0.920898438,anonymous,EN,33.474,33.474,35.056,1,Minister 2,2.741,4.006,5.065,2,Minister 2,Party Affiliation,Labour Party,Gender,Female,EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Female,Support EU Integration,Having an Extramarital Affair,Having an Extramarital Affair,Labour Party,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Female,Support EU Integration,No Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration
117,155.245.28.13,100,78,TRUE,2018/6/4 05:39,R_3qPzPO41IqNVbfY,,,,,51.90859985,0.920898438,anonymous,EN,3.593,6.355,9.796,3,Minister 2,10.304,10.304,11.517,1,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Neutral,Oppose EU Integration,Conservative Party,No Scandal,Male,Liberal Democrats,No Scandal,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Partisanship,Labour Party,Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Male,Conservative Party,Plagiarism
118,155.245.28.31,100,94,TRUE,2018/6/4 05:39,R_33dLoPVnHGBcZ0x,,,,,51.90859985,0.920898438,anonymous,EN,3.169,3.169,4.123,1,Minister 1,12.112,12.112,12.838,1,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Conservative Party,Female,Oppose EU Integration,Sexual Harassment,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Plagiarism,No Scandal,Liberal Democrats,Neutral,Conservative Party,Male,Oppose EU Integration,Misreporting Funds
119,155.245.28.11,100,68,TRUE,2018/6/4 05:40,R_1rup34NmAi2xfCN,,,,,51.90859985,0.920898438,anonymous,EN,5.864,11.98,12.888,4,Minister 1,2.862,2.862,5.424,1,Minister 1,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Female,Support EU Integration,Misreporting Funds,Conservative Party,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Male,EU Integration,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Male,Neutral,No Scandal,Conservative Party,Conservative Party,Oppose EU Integration,Sexual Harassment,Female
120,155.245.28.28,100,47,TRUE,2018/6/4 05:40,R_3JmHpzJVN9vd1EF,,,,,51.90859985,0.920898438,anonymous,EN,2.548,2.548,3.541,1,Minister 1,2.063,2.063,3.167,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Neutral,Sexual Harassment,Conservative Party,Liberal Democrats,No Scandal,Neutral,Male,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Support EU Integration,Plagiarism,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Male
121,155.245.28.17,100,65,TRUE,2018/6/4 05:41,R_2XmpdikI3iTnjBE,,,,,51.90859985,0.920898438,anonymous,EN,5.206,5.206,5.986,1,Minister 1,3.091,3.091,3.991,1,Minister 2,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Female,Conservative Party,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Neutral,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Male,Conservative Party,Liberal Democrats,Sexual Harassment,Support EU Integration,Support EU Integration,No Scandal
122,155.245.28.30,100,75,TRUE,2018/6/4 05:41,R_1kGlFmZAg3tfJN8,,,,,51.90859985,0.920898438,anonymous,EN,10.798,10.798,12.151,1,Minister 2,6.401,6.401,9.124,1,Minister 1,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Support EU Integration,Misreporting Funds,Male,Labour Party,Labour Party,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Neutral,Misreporting Funds,Female,Conservative Party,Liberal Democrats,Neutral
123,155.245.28.20,100,86,TRUE,2018/6/4 05:41,R_RKc3AZwLnoxJOMh,,,,,51.90859985,0.920898438,anonymous,EN,11.434,13.377,15.533,2,Minister 2,4.276,4.276,8.338,1,Minister 1,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Female,Conservative Party,Support EU Integration,No Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Labour Party,Support EU Integration,Male,Labour Party,Support EU Integration,Sexual Harassment,No Scandal
124,155.245.28.16,100,102,TRUE,2018/6/4 05:41,R_3pfjHUHoVxzoL1F,,,,,51.90859985,0.920898438,anonymous,EN,1.006,1.006,1.713,1,Minister 2,2.778,2.778,3.685,1,Minister 1,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Gender,Male,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Plagiarism,Labour Party,Female,Neutral,Oppose EU Integration,Labour Party,Misreporting Funds,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Plagiarism,Conservative Party,Male,Support EU Integration,Neutral,Conservative Party,Having an Extramarital Affair
125,155.245.28.26,100,92,TRUE,2018/6/4 05:42,R_217lsO9qpt7edPy,,,,,51.90859985,0.920898438,anonymous,EN,9.671,9.671,11.25,1,Minister 2,7.332,7.332,8.491,1,Minister 2,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Male,Conservative Party,Misreporting Funds,Liberal Democrats,Support EU Integration,No Scandal,Neutral,Female,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,No Scandal,Liberal Democrats,Neutral,Misreporting Funds,Neutral,Male
126,155.245.28.18,100,140,TRUE,2018/6/4 05:42,R_1HkMKYZIk0khQkW,,,,,51.90859985,0.920898438,anonymous,EN,5.126,5.126,6.465,1,Minister 2,7.115,7.115,8.446,1,Minister 2,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Misreporting Funds,Support EU Integration,Female,Plagiarism,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Male,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Support EU Integration,Female,Having an Extramarital Affair,Neutral
127,155.245.28.35,100,86,TRUE,2018/6/4 05:42,R_1LhF7WSMvhXEN4o,,,,,51.90859985,0.920898438,anonymous,EN,11.41,11.41,13.439,1,Minister 1,6.179,6.179,7.798,1,Minister 2,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Neutral,Misreporting Funds,Male,Neutral,Labour Party,Having an Extramarital Affair,Labour Party,Oppose EU Integration,PM's Scandal,No Scandal,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Neutral,Misreporting Funds,Male,Neutral,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Oppose EU Integration
