IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
51.7.83.115,100,30,TRUE,2018/6/19 05:55,R_dn8doyDY4zr1oE9,,,,,51.13330078,0.283294678,anonymous,EN,0,0,1.517,0,14.504,14.504,15.853,1,Prime Minister 1,9.757,9.757,10.494,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Plagiarism,Oppose EU Integration,Conservative Party,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Plagiarism,Support EU Integration,Conservative Party,Liberal Democrats,Gender,Female,Scandal,Misreporting Funds,Male,Misreporting Funds,Gender,Female,Scandal,Sexual Harassment,Male,Having an Extranarital Affair
193.113.48.9,100,56,TRUE,2018/6/19 05:55,R_RqP7CwTJLb8fYLD,,,,,51.56669617,-0.016693115,anonymous,EN,0,0,23.785,0,9.6,9.6,15.266,1,Prime Minister 1,12.261,12.261,13.836,1,Prime Minister 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,Sexual Harassment,Conservative Party,Female,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Plagiarism,Conservative Party,Female,Neutral,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Conservative Party,Sexual Harassment,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Liberal Democrats,Misreporting Funds
2.27.191.252,100,112,TRUE,2018/6/19 05:55,R_DGMxEOpYkTmzGKJ,,,,,51.88330078,0.899993896,anonymous,EN,20.359,20.359,29.286,1,8.841,48.713,50.395,3,Prime Minister 1,7.195,29.836,30.982,3,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Conservative Party,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Labour Party,Misreporting Funds,Labour Party,Support EU Integration,Gender,Male,Scandal,Having an Extranarital Affair,Male,No Scandal,Gender,Male,Scandal,Having an Extranarital Affair,Male,Misreporting Funds
131.111.84.203,100,47,TRUE,2018/6/19 05:56,R_21cAySOWqdIcT06,,,,,52.19999695,0.116699219,anonymous,EN,0,0,21.603,0,10.091,10.091,11.944,1,Prime Minister 1,11.008,11.008,13.242,1,Prime Minister 1,Gender,Male,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Female,Misreporting Funds,Conservative Party,Conservative Party,Gender,Male,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Male,No Scandal,Conservative Party,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Neutral,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Oppose EU Integration,No Scandal
2.96.126.200,100,63,TRUE,2018/6/19 05:57,R_YYqCiTwikTW6PoR,,,,,51.88330078,0.899993896,anonymous,EN,10.656,10.656,13.866,1,20.843,22.333,23.761,3,Prime Minister 2,15.972,17.961,18.935,3,Prime Minister 2,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Female,Misreporting Funds,No Scandal,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Female,Plagiarism,Plagiarism,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Support EU Integration,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Support EU Integration,Labour Party
146.200.33.46,100,33,TRUE,2018/6/19 06:04,R_21ifSeYvMXCtsJI,,,,,51.94999695,0.633300781,anonymous,EN,1.241,9.072,9.928,4,2.107,5.269,6.575,3,Prime Minister 2,2.008,6.605,7.807,3,Prime Minister 2,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Misreporting Funds,Plagiarism,Labour Party,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,No Scandal,Having an Extranarital Affair,Labour Party,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Female,Labour Party,Gender,Male,Party Affiliation,Conservative Party,Female,Labour Party
155.245.90.104,100,63,TRUE,2018/6/19 06:04,R_2v9cyEKqtmNl11p,,,,,51.88330078,0.899993896,anonymous,EN,0,0,36.383,0,10.061,10.061,11.388,1,Prime Minister 1,12.811,12.811,14.224,1,Prime Minister 2,Scandal,No Scandal,EU Integration,Neutral,Gender,Male,Minister's Scandal,Plagiarism,No Scandal,Support EU Integration,Female,Plagiarism,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Gender,Male,Minister's Scandal,Sexual Harassment,Sexual Harassment,Support EU Integration,Male,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Liberal Democrats,Conservative Party,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Labour Party,Labour Party
82.27.112.20,100,158,TRUE,2018/6/19 06:06,R_2Tt826foHvcv1s1,,,,,51.88330078,0.899993896,anonymous,EN,101.418,112.007,113.113,3,7.497,16.906,21.357,5,Prime Minister 2,8.538,21.391,22.523,4,Prime Minister 2,Gender,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Female,Labour Party,Labour Party,Plagiarism,Gender,Male,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Female,Labour Party,Labour Party,Plagiarism,Minister's Scandal,Plagiarism,EU Integration,Neutral,No Scandal,Neutral,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Plagiarism,Support EU Integration
155.245.155.242,100,72,TRUE,2018/6/19 06:09,R_2dYmZwwXnp8bdxA,,,,,51.90859985,0.920898438,anonymous,EN,3.805,11.752,15.062,3,1.936,30.875,31.573,10,Prime Minister 1,0.885,6.233,20.049,7,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Minister's Scandal,No Scandal,Neutral,Conservative Party,No Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Having an Extranarital Affair,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Gender,Female,Conservative Party,Female,Minister's Partisanship,Liberal Democrats,Gender,Female,Liberal Democrats,Female
85.115.54.201,100,84,TRUE,2018/6/19 06:11,R_1LT3MTIwL1aEjX0,,,,,51.48910522,-0.110702515,anonymous,EN,0,0,34.513,0,27.954,27.954,29.513,1,Prime Minister 1,12.822,12.822,14.455,1,Prime Minister 1,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Sexual Harassment,Conservative Party,Conservative Party,Female,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Having an Extramarital Affair,Conservative Party,Conservative Party,Female,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Oppose EU Integration,Misreporting Funds,EU Integration,Support EU Integration,Scandal,No Scandal,Neutral,Plagiarism
90.200.133.108,100,62,TRUE,2018/6/19 06:15,R_uftMzHjcqN911a9,,,,,50.8999939,-1.399993896,anonymous,EN,6.178,17.518,19.915,6,1.739,12.2,15.002,4,Prime Minister 1,1.897,25.006,25.795,4,Prime Minister 2,Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Plagiarism,Male,Conservative Party,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Misreporting Funds,Male,Conservative Party,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Sexual Harassment,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Plagiarism,Conservative Party
62.255.36.196,100,59,TRUE,2018/6/19 06:16,R_PZ0hJ4DrfRLak3n,,,,,51.90859985,0.920898438,anonymous,EN,0,0,32.642,0,12.008,12.008,16.737,1,Prime Minister 1,7.264,7.264,9.328,1,Prime Minister 2,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Gender,Male,Minister's Partisanship,Labour Party,Oppose EU Integration,Plagiarism,Male,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Liberal Democrats,Neutral,Having an Extranarital Affair,Female,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Plagiarism,Conservative Party,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,No Scandal,Conservative Party
2.96.125.239,100,56,TRUE,2018/6/19 06:18,R_12il2s15t7whVUs,,,,,51.88330078,0.899993896,anonymous,EN,15.72,15.72,17.489,1,11.671,11.671,13.512,1,Prime Minister 1,19.582,22.684,25.552,3,Prime Minister 2,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Male,Liberal Democrats,Having an Extranarital Affair,Conservative Party,Gender,Male,Minister's Partisanship,Labour Party,Scandal,No Scandal,Party Affiliation,Labour Party,Male,Labour Party,No Scandal,Labour Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Oppose EU Integration,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Neutral,Sexual Harassment
188.223.61.86,100,93,TRUE,2018/6/19 06:19,R_3QFy45sM24F3JD8,,,,,51.43330383,-1,anonymous,EN,7.279,33.698,37.784,4,1.038,27.715,37.434,5,Prime Minister 2,1.649,15.88,16.541,5,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Misreporting Funds,Labour Party,Neutral,Male,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Plagiarism,Labour Party,Neutral,Female,Scandal,No Scandal,Party Affiliation,Labour Party,No Scandal,Labour Party,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Plagiarism,Labour Party
86.11.248.91,100,41,TRUE,2018/6/19 06:24,R_1gOvIJgxcjqYAdF,,,,,51.90859985,0.920898438,anonymous,EN,2.633,4.144,4.652,2,18.611,21.048,21.958,3,Prime Minister 1,3.63,4.129,5.668,3,Prime Minister 1,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Misreporting Funds,No Scandal,Oppose EU Integration,Conservative Party,Scandal,Plagiarism,Minister's Scandal,No Scandal,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Plagiarism,Having an Extramarital Affair,Oppose EU Integration,Liberal Democrats,Gender,Female,Party Affiliation,Labour Party,Male,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Female,Conservative Party
46.183.192.158,100,45,TRUE,2018/6/19 06:26,R_1rCERYtA12Oo5lk,,,,,51.88330078,0.899993896,anonymous,EN,9.988,11.611,12.937,2,3.627,22.791,23.754,3,Prime Minister 2,5.21,5.748,6.72,3,Prime Minister 2,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Male,Neutral,Conservative Party,No Scandal,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Gender,Female,Neutral,Liberal Democrats,No Scandal,Male,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Conservative Party,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Conservative Party,Misreporting Funds
81.153.144.254,100,18,TRUE,2018/6/19 06:26,R_vf2hcje2aAcoz7z,,,,,51.88330078,0.899993896,anonymous,EN,1.712,3.899,9.356,5,0.65,1.351,2.187,3,Prime Minister 1,0.043,0.741,1.217,3,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Labour Party,Neutral,Plagiarism,Labour Party,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Conservative Party,Neutral,Sexual Harassment,Liberal Democrats,Minister's Scandal,No Scandal,Gender,Male,Plagiarism,Male,Minister's Scandal,No Scandal,Gender,Female,Plagiarism,Male
82.132.227.159,100,41,TRUE,2018/6/19 06:27,R_2aE6oNjiO6vsnbz,,,,,51.6000061,-0.066696167,anonymous,EN,16.446,18.147,19.715,4,7.757,12.198,12.738,4,Prime Minister 1,4.138,4.969,6.987,3,Prime Minister 1,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Female,Sexual Harassment,Oppose EU Integration,Having an Extramarital Affair,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,Minister's Scandal,Plagiarism,Female,Misreporting Funds,Oppose EU Integration,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Liberal Democrats
94.197.120.217,100,71,TRUE,2018/6/19 06:27,R_3qDuiYLHATmT670,,,,,51.51420593,-0.093093872,anonymous,EN,15.388,18.588,20.277,3,22.599,29.446,30.799,3,Prime Minister 2,3.816,15.667,16.471,3,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Labour Party,Female,Labour Party,Neutral,Minister's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,Labour Party,Female,Labour Party,Oppose EU Integration,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Misreporting Funds,Misreporting Funds,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Misreporting Funds,Sexual Harassment
82.132.228.55,100,37,TRUE,2018/6/19 06:28,R_3nqSqGuxcSfuZ4b,,,,,53.38330078,-2.600006104,anonymous,EN,9.179,13.691,15.58,3,1.012,19.484,20.096,5,Prime Minister 1,2.516,5.474,5.546,6,Prime Minister 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Sexual Harassment,Conservative Party,Conservative Party,Female,Scandal,Plagiarism,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,Sexual Harassment,Conservative Party,Liberal Democrats,Female,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Sexual Harassment,Neutral,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Misreporting Funds,Oppose EU Integration
90.219.104.118,100,90,TRUE,2018/6/19 06:28,R_40Z68NwpqXl1l0B,,,,,52.08329773,1.166702271,anonymous,EN,18.375,28.881,38.671,6,24.22,25.721,26.456,3,Prime Minister 1,15.65,18.992,24.05,3,Prime Minister 1,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Plagiarism,Oppose EU Integration,Conservative Party,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Sexual Harassment,Neutral,Conservative Party,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Male,Misreporting Funds,Male,Scandal,No Scandal,Gender,Male,Plagiarism,Male
86.14.185.108,100,69,TRUE,2018/6/19 06:29,R_1pYgKekjwB5p8f9,,,,,51.88330078,0.899993896,anonymous,EN,13.842,13.842,16.449,1,20.75,22.758,24.066,2,Prime Minister 2,5.886,14.722,22.934,2,Prime Minister 2,Scandal,Plagiarism,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Having an Extranarital Affair,No Scandal,Support EU Integration,Liberal Democrats,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Having an Extranarital Affair,Plagiarism,Support EU Integration,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Conservative Party,Female,Party Affiliation,Labour Party,Gender,Male,Conservative Party,Female
155.245.29.160,100,45,TRUE,2018/6/19 06:29,R_d6vH3W41TkOZMQh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.092,0,21.106,21.106,22.317,1,Prime Minister 1,8.501,8.501,9.6,1,Prime Minister 2,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Gender,Male,Neutral,Sexual Harassment,Sexual Harassment,Female,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Neutral,Sexual Harassment,Having an Extramarital Affair,Female,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Labour Party,Labour Party,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Labour Party,Labour Party
151.230.144.27,100,66,TRUE,2018/6/19 06:31,R_3HCzzkPT2j4bB4m,,,,,51.93649292,1.278305054,anonymous,EN,9.489,32.771,34.362,3,11.559,12.064,12.875,3,Prime Minister 2,8.438,11.697,12.383,4,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Conservative Party,Oppose EU Integration,Conservative Party,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Conservative Party,No Scandal,Gender,Female,Minister's Scandal,Sexual Harassment,Male,Plagiarism,Gender,Male,Minister's Scandal,No Scandal,Female,Plagiarism
155.245.62.107,100,73,TRUE,2018/6/19 06:32,R_2UYPE2vLoQEqs0H,,,,,51.88330078,0.899993896,anonymous,EN,0,0,16.131,0,35.554,35.554,36.814,1,Prime Minister 1,16.08,16.08,17.089,1,Prime Minister 2,Minister's Scandal,Plagiarism,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,No Scandal,Having an Extranarital Affair,Support EU Integration,Conservative Party,Minister's Scandal,No Scandal,Scandal,Misreporting Funds,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Having an Extranarital Affair,Neutral,Liberal Democrats,Party Affiliation,Labour Party,Gender,Female,Conservative Party,Female,Party Affiliation,Conservative Party,Gender,Male,Conservative Party,Male
86.11.250.124,100,77,TRUE,2018/6/19 06:35,R_27DQTqka3VkelBT,,,,,51.88330078,0.899993896,anonymous,EN,0,0,40.689,0,15.85,15.85,23.281,1,Prime Minister 2,9.941,9.941,11.134,1,Prime Minister 2,Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Having an Extranarital Affair,Female,Liberal Democrats,Conservative Party,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Misreporting Funds,Female,Labour Party,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Sexual Harassment,Neutral,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,No Scandal,Support EU Integration
165.225.80.131,100,89,TRUE,2018/6/19 06:39,R_1LOQFUqT8Y2nF6C,,,,,51.49639893,-0.122406006,anonymous,EN,43.015,43.015,44.348,1,6.268,26.647,28.366,2,Prime Minister 2,3.964,16.229,17.734,2,Prime Minister 2,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,Minister's Scandal,Plagiarism,Support EU Integration,No Scandal,Male,No Scandal,EU Integration,Neutral,Scandal,Plagiarism,Gender,Male,Minister's Scandal,Plagiarism,Neutral,No Scandal,Female,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Liberal Democrats,Conservative Party,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Labour Party,Labour Party
82.132.240.107,100,110,TRUE,2018/6/19 06:39,R_RKegP2aekB08Hvj,,,,,52.58329773,-2.133300781,anonymous,EN,19.86,42.548,55.509,3,13.017,16.276,19.725,3,Prime Minister 1,20.849,25.352,26.911,3,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Gender,Male,Party Affiliation,Conservative Party,Scandal,No Scandal,Liberal Democrats,Female,Conservative Party,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Conservative Party,Female,Conservative Party,Plagiarism,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Having an Extramarital Affair,Neutral,Minister's Scandal,No Scandal,EU Integration,Neutral,No Scandal,Neutral
78.150.209.230,100,31,TRUE,2018/6/19 06:41,R_1lcPECLtvu6pFZs,,,,,51.88330078,0.899993896,anonymous,EN,0,0,5.076,0,9.886,9.886,12.884,1,Prime Minister 1,10.574,10.574,11.539,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Support EU Integration,Labour Party,Labour Party,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Support EU Integration,Liberal Democrats,Conservative Party,Male,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Plagiarism,Plagiarism,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Having an Extranarital Affair,Misreporting Funds
86.151.53.41,100,89,TRUE,2018/6/19 06:43,R_2sdrrBiK9msOCA1,,,,,51.88330078,0.899993896,anonymous,EN,7.047,8.192,23.813,2,21.675,36.707,37.091,4,Prime Minister 2,3.529,12.55,13.069,4,Prime Minister 1,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,Liberal Democrats,Neutral,Female,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Conservative Party,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Conservative Party,Having an Extramarital Affair
86.184.24.237,100,52,TRUE,2018/6/19 06:44,R_Doua4cTFQpsXLCF,,,,,52.07060242,0.761901855,anonymous,EN,0,0,27.727,0,13.986,13.986,14.886,1,Prime Minister 1,7.249,7.249,7.882,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Labour Party,No Scandal,Male,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Gender,Female,EU Integration,Oppose EU Integration,Labour Party,No Scandal,Male,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Misreporting Funds
2.122.222.204,100,168,TRUE,2018/6/19 06:48,R_2sJ7AbPL5uI7zON,,,,,51.88330078,0.899993896,anonymous,EN,26.406,33.616,35.07,4,21.195,101.759,102.897,8,Prime Minister 2,27.031,28.147,29.253,3,Prime Minister 2,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Male,Misreporting Funds,Liberal Democrats,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Female,No Scandal,Labour Party,Labour Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Plagiarism,Support EU Integration,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Misreporting Funds,Oppose EU Integration
81.106.114.114,100,54,TRUE,2018/6/19 06:51,R_2cCx8Zh5vW58TzD,,,,,51.75,-0.333297729,anonymous,EN,4.653,7.855,8.616,8,4.077,26.525,27.003,11,Prime Minister 1,1.52,13.909,14.416,4,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Gender,Female,Conservative Party,Misreporting Funds,Plagiarism,Male,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Gender,Male,Labour Party,Misreporting Funds,Sexual Harassment,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Liberal Democrats,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Labour Party,Oppose EU Integration
92.40.249.241,100,68,TRUE,2018/6/19 06:52,R_Utj6bRzQyo3ymPf,,,,,51.51420593,-0.093093872,anonymous,EN,6.644,11.891,12.881,3,15.279,20.176,22.021,3,Prime Minister 2,24.946,25.523,26.204,3,Prime Minister 2,Scandal,Sexual Harassment,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Male,Plagiarism,Neutral,Labour Party,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Gender,Male,Having an Extranarital Affair,Support EU Integration,Labour Party,Female,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Plagiarism,Labour Party,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,Plagiarism,Labour Party
146.198.242.96,100,41,TRUE,2018/6/19 06:53,R_3HIvYIyLXTe629m,,,,,51.88330078,0.899993896,anonymous,EN,7.084,12.691,13.789,4,1.373,11.942,13.173,3,Prime Minister 1,3.166,4.206,10.033,3,Prime Minister 1,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Conservative Party,Female,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Having an Extranarital Affair,Conservative Party,Male,Sexual Harassment,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Conservative Party,Oppose EU Integration,Minister's Partisanship,Labour Party,EU Integration,Neutral,Liberal Democrats,Oppose EU Integration
