IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6,F-1-7,F-1-1-7,F-1-2-7,F-2-7,F-2-1-7,F-2-2-7
213.205.251.21,100,73,TRUE,2018/6/19 05:41,R_11iNNsZaxBuuxfG,,,,,51.55000305,0.166702271,anonymous,EN,4.776,11.794,12.596,8,1.898,27.547,28.524,12,Minister 2,3.173,21.577,21.647,6,Minister 1,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Male,Neutral,Conservative Party,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Neutral,Male,Support EU Integration,Liberal Democrats,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Plagiarism,Scandal,Misreporting Funds,No Scandal,Scandal,Plagiarism,Having an Extramarital Affair
62.172.163.242,100,13,TRUE,2018/6/19 05:42,R_W3yY1YATN9qfL3z,,,,,51.88330078,0.899993896,anonymous,EN,0,0,2.567,0,2.962,2.962,3.898,1,Minister 2,4.74,4.74,5.314,1,Minister 2,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Liberal Democrats,No Scandal,Conservative Party,No Scandal,Party Affiliation,Labour Party,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Labour Party,Misreporting Funds,Labour Party,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Female,Oppose EU Integration,Male,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Female,EU Integration,Neutral,Neutral,EU Integration,Support EU Integration,Oppose EU Integration
109.144.216.28,100,67,TRUE,2018/6/19 05:43,R_uy9XdWmeDLra4Fz,,,,,51.5,-0.083297729,anonymous,EN,5.218,14.909,19.53,5,1.038,29.619,32.244,9,Minister 2,1.475,12.201,13.034,9,Minister 1,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Misreporting Funds,Conservative Party,Conservative Party,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Plagiarism,Labour Party,Labour Party,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Support EU Integration,Male,EU Integration,Neutral,Gender,Female,Oppose EU Integration,Female,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Neutral
88.96.54.126,100,17,TRUE,2018/6/19 05:43,R_1hQrCR5d4UXRnMP,,,,,51.88330078,0.899993896,anonymous,EN,0,0,1.944,0,5.96,5.96,7.047,1,Minister 2,5.56,5.56,6.277,1,Minister 1,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Labour Party,Female,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Labour Party,Male,Support EU Integration,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Neutral,No Scandal,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Neutral,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,Having an Extramarital Affair
90.221.94.253,100,67,TRUE,2018/6/19 05:43,R_3oYBcVf4GIEt7n5,,,,,52.08329773,1.166702271,anonymous,EN,5.675,16.014,17.459,3,1.118,19.237,19.946,5,Minister 2,2.295,20.546,28.301,7,Minister 2,Scandal,Sexual Harassment,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Male,Labour Party,Neutral,Scandal,Plagiarism,Gender,Female,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Plagiarism,Female,Conservative Party,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Labour Party,No Scandal,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Conservative Party,No Scandal,EU Integration,Oppose EU Integration,Oppose EU Integration,EU Integration,Neutral,Support EU Integration
155.245.59.27,100,53,TRUE,2018/6/19 05:47,R_1lhgsp7vDTt7IMA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.939,0,15.622,15.622,17.241,1,Minister 1,10.133,10.133,11.633,1,Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Misreporting Funds,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Scandal,Plagiarism,Neutral,Conservative Party,Sexual Harassment,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Gender,Male,Support EU Integration,Male,PM's Position in EU Integration,Neutral,Gender,Male,Oppose EU Integration,Male,PM's Partisanship,Labour Party,Conservative Party,PM's Partisanship,Labour Party,Conservative Party
86.137.181.112,100,33,TRUE,2018/6/19 05:48,R_1FErPIEANwpWuzU,,,,,51.88330078,0.899993896,anonymous,EN,1.945,1.945,7.845,1,14.345,15.019,15.838,3,Minister 1,6.552,7.633,8.453,3,Minister 2,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Oppose EU Integration,No Scandal,Labour Party,Labour Party,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Support EU Integration,Female,PM's Position in EU Integration,Neutral,Gender,Male,Oppose EU Integration,Male,Scandal,No Scandal,Sexual Harassment,Scandal,Plagiarism,Plagiarism
86.1.188.221,100,82,TRUE,2018/6/19 05:50,R_Ua85xQZglfMclFv,,,,,51.90859985,0.920898438,anonymous,EN,5.056,36.301,36.7,6,1.082,20.03,20.381,5,Minister 2,19.243,20.968,21.345,4,Minister 2,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Oppose EU Integration,Plagiarism,Having an Extramarital Affair,Oppose EU Integration,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Support EU Integration,No Scandal,No Scandal,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party,Conservative Party,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Labour Party,Labour Party,Gender,Male,Female,Gender,Female,Male
155.245.62.220,100,45,TRUE,2018/6/19 05:51,R_1Eh7DqA9LjrzYbN,,,,,51.88330078,0.899993896,anonymous,EN,16.809,16.809,17.865,1,5.994,5.994,15.974,1,Minister 1,10.425,10.425,11.255,1,Minister 2,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Support EU Integration,Liberal Democrats,Conservative Party,Plagiarism,Scandal,Plagiarism,EU Integration,Support EU Integration,No Scandal,Support EU Integration,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Misreporting Funds,Support EU Integration,Gender,Male,Male,Gender,Male,Male
155.245.98.61,100,103,TRUE,2018/6/19 05:51,R_1r1aTlqSA49rFuY,,,,,51.88279724,1.004592896,anonymous,EN,0,0,82.842,0,13.623,13.623,15.092,1,Minister 2,6.118,6.118,8.049,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Liberal Democrats,Support EU Integration,No Scandal,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Labour Party,Support EU Integration,Plagiarism,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Female,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Female,Scandal,Plagiarism,Plagiarism,Scandal,Sexual Harassment,Sexual Harassment
82.132.233.8,100,55,TRUE,2018/6/19 05:52,R_33D5spOhTxJpqAk,,,,,51.49639893,-0.122406006,anonymous,EN,2.428,10.963,13.477,4,3.603,7.338,8.573,3,Minister 2,5.305,22.983,23.982,4,Minister 1,PM's Scandal,Misreporting Funds,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Labour Party,Plagiarism,Male,Plagiarism,Conservative Party,PM's Scandal,No Scandal,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Conservative Party,No Scandal,Male,Plagiarism,Labour Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Neutral,Neutral,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Support EU Integration,Support EU Integration,Party Affiliation,Labour Party,Liberal Democrats,Party Affiliation,Conservative Party,Labour Party
176.26.250.210,100,65,TRUE,2018/6/19 05:52,R_3iUX4efXGxdHc8d,,,,,52.08329773,1.166702271,anonymous,EN,9.717,11.194,12.855,9,20.276,25.583,27.284,5,Minister 1,10.645,16.281,22.791,4,Minister 2,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Female,Liberal Democrats,Oppose EU Integration,No Scandal,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Male,Liberal Democrats,Neutral,Having an Extramarital Affair,Female,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,No Scandal,Conservative Party,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Misreporting Funds,Conservative Party,PM's Position in EU Integration,Neutral,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Neutral
155.245.60.141,100,93,TRUE,2018/6/19 05:52,R_3D1sg9JNGS2ntMA,,,,,51.88279724,1.004592896,anonymous,EN,0,0,25.98,0,57.642,57.642,58.174,1,Minister 2,8.025,8.025,8.442,1,Minister 2,PM's Scandal,Misreporting Funds,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Labour Party,Plagiarism,Male,Plagiarism,Conservative Party,PM's Scandal,No Scandal,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Conservative Party,No Scandal,Male,Plagiarism,Labour Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Neutral,Neutral,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Support EU Integration,Support EU Integration,Party Affiliation,Labour Party,Liberal Democrats,Party Affiliation,Conservative Party,Labour Party
155.245.97.161,100,177,TRUE,2018/6/19 05:54,R_2OHc2GxTTchgexg,,,,,51.93649292,1.278305054,anonymous,EN,67.893,67.893,122.401,1,41.121,41.121,42.109,1,Minister 1,18.717,18.717,19.755,1,Minister 2,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Misreporting Funds,Conservative Party,Oppose EU Integration,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Neutral,Plagiarism,Conservative Party,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,Conservative Party,Male,PM's Partisanship,Labour Party,Gender,Male,Conservative Party,Female,Scandal,Having an Extramarital Affair,Misreporting Funds,Scandal,Misreporting Funds,No Scandal
51.7.83.115,100,37,TRUE,2018/6/19 05:57,R_AC1wZQC17hd6t4R,,,,,51.13330078,0.283294678,anonymous,EN,1.354,1.354,7.038,1,9.706,13.372,14.439,3,Minister 1,10.885,13.009,13.56,5,Minister 2,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Sexual Harassment,Oppose EU Integration,Conservative Party,No Scandal,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Plagiarism,Support EU Integration,Conservative Party,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Support EU Integration,Liberal Democrats,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Neutral,Conservative Party,Gender,Female,Male,Gender,Female,Female
193.113.48.9,100,60,TRUE,2018/6/19 05:57,R_1ItJAz6MSEz4msw,,,,,51.56669617,-0.016693115,anonymous,EN,0,0,11.317,0,11.485,11.485,14.668,1,Minister 2,30.522,30.522,33.43,1,Minister 1,EU Integration,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Male,Oppose EU Integration,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Neutral,Male,Oppose EU Integration,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Labour Party,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Misreporting Funds,Scandal,Plagiarism,No Scandal,Scandal,Plagiarism,Sexual Harassment
131.111.84.203,100,34,TRUE,2018/6/19 05:58,R_PXSrtsPD6lI9eX7,,,,,52.19999695,0.116699219,anonymous,EN,0,0,15.009,0,7.37,8.53,10.458,2,Minister 2,6.679,6.679,7.602,1,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Neutral,Support EU Integration,Having an Extramarital Affair,Male,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Male,Support EU Integration,Support EU Integration,Sexual Harassment,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Liberal Democrats,Conservative Party,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Conservative Party,Conservative Party,PM's Scandal,Sexual Harassment,Plagiarism,PM's Scandal,Having an Extramarital Affair,Sexual Harassment
2.27.191.252,100,84,TRUE,2018/6/19 05:58,R_2dAqdMhRJGcD6T3,,,,,51.88330078,0.899993896,anonymous,EN,11.737,11.737,13.438,1,9.072,40.285,42.235,2,Minister 2,5.071,23.014,25.502,2,Minister 1,Scandal,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Labour Party,Sexual Harassment,No Scandal,Female,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Sexual Harassment,Male,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Conservative Party,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Neutral,EU Integration,Oppose EU Integration,Support EU Integration,EU Integration,Neutral,Oppose EU Integration
2.96.126.200,100,63,TRUE,2018/6/19 05:59,R_1jHfEeVv825mFWT,,,,,51.88330078,0.899993896,anonymous,EN,8.16,8.16,12.081,1,10.23,15.543,16.994,4,Minister 2,27.587,29.708,30.945,2,Minister 2,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Plagiarism,Male,Support EU Integration,Labour Party,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Female,Support EU Integration,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Support EU Integration,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Neutral,Conservative Party,Scandal,Plagiarism,Misreporting Funds,Scandal,Sexual Harassment,Misreporting Funds
146.200.33.46,100,21,TRUE,2018/6/19 06:05,R_2So9zlelFhIvC89,,,,,51.94999695,0.633300781,anonymous,EN,0.836,3.168,5.855,4,0.202,2.448,3.335,4,Minister 2,0.528,2.304,3.537,3,Minister 1,EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Support EU Integration,No Scandal,Conservative Party,No Scandal,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,Labour Party,No Scandal,PM's Position in EU Integration,Neutral,Gender,Male,Oppose EU Integration,Female,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Female,Party Affiliation,Liberal Democrats,Conservative Party,Party Affiliation,Conservative Party,Labour Party
155.245.90.104,100,59,TRUE,2018/6/19 06:06,R_3O9phyg6CKWjAoz,,,,,51.88330078,0.899993896,anonymous,EN,0,0,26.173,0,18.106,18.106,19.697,1,Minister 2,11.764,11.764,13.063,1,Minister 1,PM's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Sexual Harassment,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Labour Party,Support EU Integration,Having an Extramarital Affair,Labour Party,PM's Scandal,Plagiarism,Gender,Male,Having an Extramarital Affair,Male,PM's Scandal,No Scandal,Gender,Female,No Scandal,Male,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Neutral
82.27.112.20,100,135,TRUE,2018/6/19 06:10,R_3hApXX1ZFuyoBy3,,,,,51.88330078,0.899993896,anonymous,EN,10.758,17.856,34.867,3,7.707,68.726,69.611,9,Minister 2,3.403,20.913,27.222,5,Minister 1,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Labour Party,Labour Party,Support EU Integration,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Liberal Democrats,Oppose EU Integration,Male,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Plagiarism,No Scandal,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Plagiarism,Plagiarism,PM's Position in EU Integration,Support EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration
155.245.155.242,100,73,TRUE,2018/6/19 06:11,R_u4zDgR6GLCyxYT7,,,,,51.90859985,0.920898438,anonymous,EN,4.01,44.892,47.027,8,1.94,12.568,13.201,5,Minister 1,1.474,11.007,11.643,5,Minister 2,EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Female,Sexual Harassment,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,Male,Plagiarism,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Misreporting Funds,Party Affiliation,Conservative Party,Conservative Party,Party Affiliation,Liberal Democrats,Liberal Democrats
85.115.54.201,100,41,TRUE,2018/6/19 06:13,R_25G992S5awERxUt,,,,,51.48910522,-0.110702515,anonymous,EN,0,0,12.635,0,11.501,11.501,12.914,1,Minister 2,14.344,14.344,15.67,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Oppose EU Integration,Male,PM's Position in EU Integration,Neutral,Scandal,No Scandal,EU Integration,Neutral,Gender,Male,Support EU Integration,Misreporting Funds,Support EU Integration,Male,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Conservative Party,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Conservative Party,Misreporting Funds,Party Affiliation,Conservative Party,Liberal Democrats,Party Affiliation,Liberal Democrats,Liberal Democrats
62.255.36.196,100,55,TRUE,2018/6/19 06:18,R_2xxRqTUd2SbUZC4,,,,,51.90859985,0.920898438,anonymous,EN,0,0,16.003,0,27.056,27.056,30.218,1,Minister 2,4.744,4.744,7.298,1,Minister 1,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Female,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Liberal Democrats,Male,Having an Extramarital Affair,Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Female,PM's Scandal,No Scandal,Misreporting Funds,Liberal Democrats,Male,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Oppose EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Oppose EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Labour Party,Conservative Party
90.200.133.108,100,61,TRUE,2018/6/19 06:19,R_2bJJxsKctuJY0f0,,,,,50.8999939,-1.399993896,anonymous,EN,5.668,22.126,23.616,3,1.39,19.948,21.568,5,Minister 2,1.226,12.457,13.216,5,Minister 1,Gender,Male,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Neutral,Female,Liberal Democrats,Conservative Party,Neutral,Gender,Male,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Neutral,Male,Liberal Democrats,Conservative Party,Neutral,PM's Scandal,Misreporting Funds,Scandal,No Scandal,Having an Extramarital Affair,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,Sexual Harassment,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Neutral,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration
2.96.125.239,100,52,TRUE,2018/6/19 06:20,R_yxRmGH4bMpYGUUx,,,,,51.88330078,0.899993896,anonymous,EN,11.789,13.652,14.965,2,20.4,20.4,21.761,1,Minister 2,11.281,11.281,13.531,1,Minister 1,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Having an Extramarital Affair,Support EU Integration,Oppose EU Integration,Female,Plagiarism,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Misreporting Funds,Oppose EU Integration,Support EU Integration,Female,Plagiarism,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Labour Party,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Having an Extramarital Affair,Conservative Party,Party Affiliation,Conservative Party,Labour Party,Party Affiliation,Labour Party,Liberal Democrats
188.223.61.86,100,152,TRUE,2018/6/19 06:24,R_126nzaIfyAgtXA7,,,,,51.43330383,-1,anonymous,EN,10.374,27.78,30.513,4,2.116,96.452,96.995,9,Minister 2,1.232,21.061,22.564,4,Minister 1,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Gender,Male,EU Integration,Neutral,Labour Party,Misreporting Funds,Female,Oppose EU Integration,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Plagiarism,Female,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,No Scandal,Labour Party,No Scandal,PM's Partisanship,Labour Party,Scandal,Plagiarism,Conservative Party,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,Neutral
86.11.248.91,100,45,TRUE,2018/6/19 06:25,R_3hbRD3JNfQZF3d3,,,,,51.90859985,0.920898438,anonymous,EN,2.835,10.401,10.83,4,4.378,17.328,17.863,5,Minister 1,5.147,12.042,12.062,7,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Conservative Party,Conservative Party,Oppose EU Integration,Plagiarism,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,Gender,Female,PM's Position in EU Integration,Neutral,Female,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,Male,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Plagiarism,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair
82.132.227.159,100,26,TRUE,2018/6/19 06:28,R_3EcASavgFN5UA8A,,,,,51.6000061,-0.066696167,anonymous,EN,1.73,4.495,7.797,2,1.431,8.611,9.336,5,Minister 2,5.371,6.639,7.267,4,Minister 1,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Gender,Female,Conservative Party,No Scandal,Conservative Party,Male,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Female,Liberal Democrats,Misreporting Funds,Conservative Party,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Oppose EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Neutral,Oppose EU Integration,Scandal,Sexual Harassment,Having an Extramarital Affair,Scandal,No Scandal,Sexual Harassment
81.153.144.254,100,39,TRUE,2018/6/19 06:28,R_1dtvolAekyhoE4n,,,,,51.88330078,0.899993896,anonymous,EN,4.244,9.015,9.712,7,6.153,7.19,7.937,3,Minister 2,0.542,7.944,8.516,10,Minister 1,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Labour Party,Plagiarism,Having an Extramarital Affair,Labour Party,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Liberal Democrats,Plagiarism,Plagiarism,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Oppose EU Integration,Male,EU Integration,Neutral,Gender,Male,Oppose EU Integration,Male,PM's Position in EU Integration,Oppose EU Integration,Neutral,PM's Position in EU Integration,Neutral,Oppose EU Integration
