IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q9,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.35,100,1019,TRUE,2018/6/4 05:37,R_2aUYS6qqKeH0nDi,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1022.767,1022.767,1030.992,1,0,0,21.731,0,10.637,10.637,12.955,1,Candidate 2,7.274,7.274,9.126,1,Candidate 2,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Male,Neutral,Labour Party,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Male,Neutral,Conservative Party,Plagiarism
155.245.28.14,100,1025,TRUE,2018/6/4 05:37,R_9NdmQheOnvqo2LT,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,962.13,962.13,985.537,1,0,0,45.604,0,29.937,29.937,31.567,1,Candidate 2,10.807,10.807,12.182,1,Candidate 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Sexual Harassment,Labour Party,Oppose EU Integration,Female,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Female
155.245.28.2,100,1029,TRUE,2018/6/4 05:37,R_1OK0sICnOg8oLdW,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,964.457,0,0,0,62.639,0,25.015,25.015,26.571,1,Candidate 2,25.768,25.768,26.839,1,Candidate 1,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Liberal Democrats,Male,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Female,Oppose EU Integration
155.245.28.10,100,1034,TRUE,2018/6/4 05:37,R_DiTbvm0bUvPkggh,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,981.383,0,0,0,62.198,0,21.488,21.488,23.025,1,Candidate 1,17.397,17.397,18.617,1,Candidate 2,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Sexual Harassment,Support EU Integration,Labour Party,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Having an Extramarital Affair,Support EU Integration,Conservative Party,Male
155.245.28.22,100,1046,TRUE,2018/6/4 05:37,R_2Pthqxa5sr2I8VL,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1021.735,1025.379,1037.006,3,0,0,26.822,0,23.157,23.157,24.932,1,Candidate 1,11.871,11.871,14.136,1,Candidate 1,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,Support EU Integration,Liberal Democrats,Male,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,No Scandal,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair
155.245.28.23,100,1096,TRUE,2018/6/4 05:38,R_DM01cG2A3CWgSTn,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1092.896,0,0,0,34.362,0,15.797,17.984,18.423,3,Candidate 2,5.954,5.954,7.35,1,Candidate 1,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Neutral,Female,Liberal Democrats,Plagiarism,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Support EU Integration,Male,Conservative Party,Misreporting Funds
155.245.28.24,100,1107,TRUE,2018/6/4 05:38,R_2zYneaari22UrtV,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1024.238,0,0,0,78.661,0,21.204,21.204,23.782,1,Candidate 1,26.374,26.374,33.87,1,Candidate 1,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Female,Conservative Party,Misreporting Funds,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Male,Conservative Party,Having an Extramarital Affair,Support EU Integration
155.245.28.33,100,1121,TRUE,2018/6/4 05:39,R_42sRQS7lWeokIiR,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1072.535,1072.535,1088.039,1,0,0,45.04,0,27.2,27.2,29.44,1,Candidate 1,18.532,18.532,19.145,1,Candidate 2,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Female,Oppose EU Integration,Liberal Democrats,No Scandal,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Gender,Female,Neutral,Conservative Party,Having an Extramarital Affair,Female
155.245.28.36,100,76,TRUE,2018/6/4 05:40,R_3rH9zXod4Abvlep,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,9.81,0,0,0,32.233,0,17.011,17.011,22.36,1,Candidate 2,11.378,11.378,14.152,1,Candidate 1,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Male,Misreporting Funds,Liberal Democrats,Support EU Integration,Female,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,Sexual Harassment,Labour Party,Support EU Integration,Male
155.245.28.37,100,95,TRUE,2018/6/4 05:41,R_1dFzmBB5ga8ByEc,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,37.366,0,0,0,33.081,0,18.083,18.083,19.363,1,Candidate 1,7.228,7.228,8.793,1,Candidate 1,Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,Having an Extramarital Affair,Female,Liberal Democrats,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Plagiarism,Male,Conservative Party,Support EU Integration
155.245.28.25,100,1243,TRUE,2018/6/4 05:41,R_2PdFH4FyGxY7KNZ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,994.572,994.572,1238.849,1,0,0,27.497,0,19.031,19.031,24.902,1,Candidate 1,6.137,6.137,17.999,1,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,Support EU Integration,Male,Having an Extramarital Affair,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Oppose EU Integration,Female,Plagiarism,Conservative Party
155.245.28.4,100,400,TRUE,2018/6/4 06:04,R_33jakutYlO9Mzeu,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,353.082,353.082,388.269,1,0,0,9.634,0,15.01,15.01,16.43,1,Candidate 2,8.452,8.452,10.762,1,Candidate 1,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Support EU Integration,Male,Conservative Party,No Scandal,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Support EU Integration,Female,Liberal Democrats,Misreporting Funds
155.245.28.20,100,427,TRUE,2018/6/4 06:04,R_30ujM0vB3AhSYl8,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,403.163,0,0,0,32.271,0,9.24,9.24,10.72,1,Candidate 1,6.458,6.458,7.59,1,Candidate 2,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Sexual Harassment,Neutral,Conservative Party,Male,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,No Scandal,Support EU Integration,Conservative Party,Female
155.245.28.14,100,428,TRUE,2018/6/4 06:04,R_seb8897ncWEni4p,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,400.199,0,0,0,24.9,0,12.209,12.209,13.526,1,Candidate 1,11.548,11.548,13.782,1,Candidate 2,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Neutral,Male,Liberal Democrats,Plagiarism,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Female,Labour Party,Sexual Harassment,Oppose EU Integration
155.245.28.2,100,436,TRUE,2018/6/4 06:04,R_3hlHygifK3LFvTx,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,406.341,0,0,0,27.818,0,15.187,15.187,16.791,1,Candidate 2,3.881,3.881,8.397,1,Candidate 2,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,No Scandal,Neutral,Male,Liberal Democrats,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Having an Extramarital Affair,Support EU Integration,Male,Conservative Party
155.245.28.22,100,440,TRUE,2018/6/4 06:05,R_1DqaQb7Q4quDYxP,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,387.305,0,0,0,25.737,0,27.415,27.415,28.342,1,Candidate 2,17.575,17.575,18.543,1,Candidate 1,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Labour Party,Misreporting Funds,Support EU Integration,Female,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Conservative Party,Having an Extramarital Affair,Support EU Integration,Female
155.245.28.10,100,461,TRUE,2018/6/4 06:05,R_1BRXJe1sxBJyh0U,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,443.217,0,0,0,17.378,0,6.636,6.636,8.376,1,Candidate 2,7.258,7.258,9.99,1,Candidate 1,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Male,Neutral,Conservative Party,Plagiarism,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,Oppose EU Integration,Liberal Democrats,No Scandal,Female
155.245.28.19,100,463,TRUE,2018/6/4 06:05,R_1ezSqxIWlGVY68b,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,389.934,0,0,0,44.806,0,23.388,25.526,26.162,2,Candidate 2,24.323,24.323,25.604,1,Candidate 2,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Female,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Oppose EU Integration,Labour Party,Misreporting Funds,Female,Neutral
155.245.28.11,100,470,TRUE,2018/6/4 06:05,R_RK99OBGNdXrcTQZ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,404.634,0,0,0,57.722,0,14.91,14.91,16.572,1,Candidate 1,16.146,16.146,17.579,1,Candidate 2,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,No Scandal,Support EU Integration,Conservative Party,Female,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Sexual Harassment,Support EU Integration,Liberal Democrats,Male,Sexual Harassment
155.245.28.13,100,490,TRUE,2018/6/4 06:05,R_1QMKQUL6dUBL2UI,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,421.127,0,0,0,69.186,0,11.586,11.586,14.504,1,Candidate 2,8.912,8.912,9.959,1,Candidate 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,Support EU Integration,Liberal Democrats,Male,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Female,Plagiarism
155.245.28.17,100,492,TRUE,2018/6/4 06:05,R_TjGwn3zkcB8sIE1,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,438.657,0,0,0,29.999,0,32.061,32.061,37.86,1,Candidate 1,11.431,11.431,12.487,1,Candidate 2,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Female,Misreporting Funds,Neutral,Conservative Party,Gender,Male,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Female,Plagiarism,Support EU Integration,Liberal Democrats
155.245.28.12,100,506,TRUE,2018/6/4 06:06,R_3s49YopVyuIJN8s,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,439.842,0,0,0,48.961,0,16.353,16.353,18.806,1,Candidate 2,15.895,15.895,24.154,1,Candidate 1,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Female,Labour Party,Support EU Integration,Having an Extramarital Affair
155.245.28.9,100,514,TRUE,2018/6/4 06:06,R_1ihtHz1NEWFgwui,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,429.384,0,0,0,46.404,0,17.487,17.487,18.864,1,Candidate 1,39.567,41.361,43.219,2,Candidate 2,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Female,Liberal Democrats,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Plagiarism,Support EU Integration,Male,Labour Party
155.245.28.12,100,865,TRUE,2018/6/4 06:33,R_2tzor8W1yERujFp,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,823.13,0,0,0,60.338,0,5.904,5.904,8.141,1,Candidate 2,10.882,10.882,16.054,1,Candidate 2,Scandal,Sexual Harassment,Gender,Male,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Plagiarism,Female,Support EU Integration,Conservative Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Misreporting Funds,Female,Neutral,Labour Party
155.245.28.4,100,901,TRUE,2018/6/4 06:34,R_yjYQM2H9mIwP6Tf,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,867.657,0,0,0,50.797,0,1.915,25.092,27.823,5,Candidate 2,1.884,5.675,6.157,4,Candidate 2,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Male,Sexual Harassment,Liberal Democrats,Support EU Integration,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Female,No Scandal,Labour Party,Neutral
155.245.28.9,100,904,TRUE,2018/6/4 06:34,R_32RCDkxnN0hrdC8,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,889.211,0,0,0,29.755,0,16.513,16.513,17.831,1,Candidate 2,11.761,11.761,13.686,1,Candidate 2,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Neutral,Male,Labour Party,Plagiarism,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Female,Labour Party,Having an Extramarital Affair,Support EU Integration
155.245.28.13,100,977,TRUE,2018/6/4 06:35,R_3g1TUJBkcsyUlbD,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,943.395,0,0,0,49.388,0,25.734,25.734,27.389,1,Candidate 1,4.011,4.011,11.479,1,Candidate 2,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Female,Liberal Democrats,Neutral,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Female,Labour Party,Oppose EU Integration,Having an Extramarital Affair
155.245.28.11,100,983,TRUE,2018/6/4 06:35,R_324RW60Of56Hb44,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,928.04,0,0,0,70.24,0,26.352,26.352,28.286,1,Candidate 1,6.028,6.028,7.72,1,Candidate 1,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Oppose EU Integration,Female,Having an Extramarital Affair,Conservative Party,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Neutral,Male,Plagiarism,Conservative Party
155.245.28.2,100,1250,TRUE,2018/6/4 06:40,R_3HzST7K0JbtCGaD,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1258.047,0,0,0,26.26,0,19.065,19.065,20.613,1,Candidate 1,12.616,12.616,14.946,1,Candidate 2,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Neutral,Male,Misreporting Funds,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Oppose EU Integration,Male,Having an Extramarital Affair,Labour Party
155.245.28.13,100,852,TRUE,2018/6/4 07:03,R_3I5j5SAPQu5nor5,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,872.427,0,8.037,8.037,10.043,1,6.591,6.591,7.954,1,Candidate 2,4.617,4.617,6.482,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Female,Neutral,Conservative Party,No Scandal,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Male,Neutral,Conservative Party,Having an Extramarital Affair
155.245.28.16,100,893,TRUE,2018/6/4 07:04,R_3scuJ4KNEfm8Sox,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,883.916,0,0,0,32.197,0,15.348,15.348,16.662,1,Candidate 1,8.698,8.698,9.966,1,Candidate 2,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Male,Neutral,Sexual Harassment,Liberal Democrats,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Male,Neutral,Misreporting Funds,Labour Party
155.245.28.4,100,903,TRUE,2018/6/4 07:04,R_1cSLOTw3uAJgw53,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,881.343,0,0,0,29.844,0,27.613,27.613,29.307,1,Candidate 2,7.549,7.549,11.359,1,Candidate 1,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Male,Labour Party,No Scandal,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Male,Labour Party,Plagiarism,Oppose EU Integration
155.245.28.8,100,993,TRUE,2018/6/4 07:06,R_9MRGYzRvrdA7zpv,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,959.076,0,0,0,40.433,0,19.32,19.32,23.189,1,Candidate 1,19.48,19.48,24.297,1,Candidate 2,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Labour Party,Male,Misreporting Funds,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Male,Plagiarism,Support EU Integration
155.245.28.12,100,997,TRUE,2018/6/4 07:06,R_2wEUEapCmnbGvYX,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,957.233,0,0,0,46.509,0,14.421,14.421,26.046,1,Candidate 1,12.501,12.501,20.308,1,Candidate 1,Party Affiliation,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Labour Party,Female,Support EU Integration,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Labour Party,Male,Neutral,Plagiarism
155.245.28.9,100,1012,TRUE,2018/6/4 07:06,R_1H6H51lwkprz3hF,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,964.685,0,0,0,60.223,0,32.807,32.807,33.648,1,Candidate 2,7.334,7.334,9.509,1,Candidate 2,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Female,Neutral,Liberal Democrats,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Female,Oppose EU Integration,Conservative Party,Having an Extramarital Affair
155.245.28.10,100,1014,TRUE,2018/6/4 07:06,R_V3H0z0xkfykhLe9,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,915.09,0,0,0,62.518,0,19.242,19.242,42.511,1,Candidate 1,40.426,40.426,41.804,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Male,Oppose EU Integration,Conservative Party,No Scandal,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Female,Oppose EU Integration,Labour Party,Sexual Harassment
155.245.28.2,100,1048,TRUE,2018/6/4 07:06,R_1ovuqPgdLRl69Zh,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1061.127,0,0,0,17.177,0,11.84,11.84,13.425,1,Candidate 1,9.872,9.872,10.824,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,Oppose EU Integration,Female,Labour Party,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Oppose EU Integration,Female,Liberal Democrats,Plagiarism
155.245.28.17,100,1067,TRUE,2018/6/4 07:07,R_sedZ5zJqVUcQ1Nv,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,883.178,883.178,891.679,1,0,0,110.5,0,19.583,19.583,21.168,1,Candidate 1,95.539,95.539,96.581,1,Candidate 1,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Plagiarism,Support EU Integration,Labour Party,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Misreporting Funds,Oppose EU Integration,Labour Party,Female
155.245.28.14,100,1079,TRUE,2018/6/4 07:07,R_2EzYLq5a2sQ8pes,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1003.622,0,0,0,83.113,0,26.425,26.425,35.66,1,Candidate 2,12.561,12.561,16.11,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,Neutral,Plagiarism,Male,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,Party Affiliation,Liberal Democrats,Oppose EU Integration,Sexual Harassment,Male,Conservative Party
155.245.28.10,100,466,TRUE,2018/6/4 07:32,R_3me3SzBYxkZzYlR,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,419.323,0,0,0,37.563,0,15.17,15.17,16.622,1,Candidate 2,15.869,15.869,17.388,1,Candidate 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,Support EU Integration,Conservative Party,Plagiarism,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Male
155.245.28.2,100,464,TRUE,2018/6/4 07:32,R_1PS5ZYmArBuNHNA,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,415.267,0,0,0,37.058,0,18.069,18.069,19.322,1,Candidate 1,13.156,13.156,15.057,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,Female,Support EU Integration,Plagiarism,Labour Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Female,Neutral,Having an Extramarital Affair,Labour Party
155.245.28.8,100,501,TRUE,2018/6/4 07:33,R_1nMVioBzjfuiNac,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,449.333,0,0,0,49.572,0,12.262,12.262,14.696,1,Candidate 2,13.9,13.9,15.47,1,Candidate 1,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Support EU Integration,Female,No Scandal,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,Support EU Integration,Male,Plagiarism,Conservative Party
155.245.28.9,100,519,TRUE,2018/6/4 07:33,R_2xDXNfdSHCoaTFs,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,476.258,0,0,0,34.19,0,11.74,11.74,14.517,1,Candidate 2,18.21,18.21,19.532,1,Candidate 2,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,Having an Extramarital Affair,Support EU Integration,Liberal Democrats,Female,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,Sexual Harassment,Oppose EU Integration,Liberal Democrats,Female
155.245.28.11,100,543,TRUE,2018/6/4 07:34,R_u1E87I7FT7XVCiB,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,488.594,0,0,0,35.909,0,29.509,29.509,32.098,1,Candidate 2,15.875,15.875,18.053,1,Candidate 1,Gender,Female,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Female,Plagiarism,Neutral,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Labour Party,Male,Plagiarism,Neutral,Labour Party
155.245.28.12,100,558,TRUE,2018/6/4 07:34,R_Zn2dwC1pnXtR7y1,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,480.343,0,0,0,62.91,0,25.492,25.492,28.355,1,Candidate 1,15.547,15.547,17.266,1,Candidate 1,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Plagiarism,Female,Liberal Democrats,Neutral,Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Sexual Harassment,Female,Labour Party,Oppose EU Integration
155.245.28.11,100,424,TRUE,2018/6/4 08:01,R_2DTbnVa98GlJp4C,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,394.334,0,0,0,27.391,0,16.35,16.35,18.695,1,Candidate 2,10.475,10.475,11.97,1,Candidate 1,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Male,Plagiarism,Liberal Democrats,Neutral,Gender,Male,Scandal,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Male,Misreporting Funds,Liberal Democrats,Support EU Integration
