IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.52.75,100,38,TRUE,2018/6/19 05:30,R_1QhJQYqecvygt33,,,,,51.88330078,0.899993896,anonymous,EN,24.15,24.15,25.321,1,Prime Minister 1,10.991,10.991,12.313,1,Prime Minister 1,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Plagiarism,Scandal,Plagiarism,EU Integration,Neutral,Conservative Party,Liberal Democrats,Male,Misreporting Funds,Having an Extranarital Affair,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Conservative Party,Liberal Democrats,Female,Sexual Harassment,No Scandal,Support EU Integration
109.144.216.28,100,21,TRUE,2018/6/19 05:33,R_1gUbYfclJBMbCd7,,,,,51.5,-0.083297729,anonymous,EN,1.284,10.871,11.562,6,Prime Minister 1,1.202,7.151,8.01,5,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Liberal Democrats,Sexual Harassment,Conservative Party,Support EU Integration,Sexual Harassment,Male,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Gender,Male,Conservative Party,Sexual Harassment,Conservative Party,Neutral,Plagiarism,Female
213.205.251.21,100,32,TRUE,2018/6/19 05:39,R_vVosowhR5oTS7It,,,,,51.55000305,0.166702271,anonymous,EN,2.548,6.326,7.186,5,Prime Minister 1,1.842,8.523,9.813,4,Prime Minister 2,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Having an Extramarital Affair,Labour Party,Labour Party,Misreporting Funds,Support EU Integration,Female,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Having an Extramarital Affair,Labour Party,Labour Party,No Scandal,Oppose EU Integration,Male
90.221.94.253,100,68,TRUE,2018/6/19 05:41,R_1fdPcW6ZOxFqU6K,,,,,52.08329773,1.166702271,anonymous,EN,2.326,27.067,30.344,6,Prime Minister 2,2.185,13.361,37.252,4,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Labour Party,Misreporting Funds,Labour Party,Misreporting Funds,Male,Neutral,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Liberal Democrats,No Scandal,Conservative Party,No Scandal,Female,Oppose EU Integration
62.172.163.242,100,19,TRUE,2018/6/19 05:42,R_OoIaeZVuzNhNobL,,,,,51.88330078,0.899993896,anonymous,EN,7.705,7.705,8.732,1,Prime Minister 2,5.814,5.814,9.751,1,Prime Minister 1,Minister's Partisanship,Labour Party,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Labour Party,Neutral,Plagiarism,Labour Party,No Scandal,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Labour Party,Oppose EU Integration,Misreporting Funds,Labour Party,No Scandal,Female
88.96.54.126,100,16,TRUE,2018/6/19 05:42,R_zflUYhgNQOxvdsd,,,,,51.88330078,0.899993896,anonymous,EN,6.19,6.19,11.437,1,Prime Minister 1,2.559,2.559,3.796,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Gender,Male,Neutral,Labour Party,Misreporting Funds,Labour Party,Sexual Harassment,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Neutral,Labour Party,Plagiarism,Labour Party,No Scandal,Female
155.245.59.27,100,33,TRUE,2018/6/19 05:45,R_1mlt98TSR37XDOj,,,,,51.90859985,0.920898438,anonymous,EN,10.438,10.438,11.751,1,Prime Minister 2,19.586,19.586,21.634,1,Prime Minister 1,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Having an Extranarital Affair,Female,Conservative Party,Conservative Party,No Scandal,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Oppose EU Integration,Misreporting Funds,Female,Liberal Democrats,Conservative Party,Plagiarism
86.137.181.112,100,15,TRUE,2018/6/19 05:47,R_20ToGb1Hq8PIqBC,,,,,51.88330078,0.899993896,anonymous,EN,1.763,5.173,6.247,3,Prime Minister 1,6.419,6.792,7.722,4,Prime Minister 2,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Minister's Scandal,No Scandal,Male,Conservative Party,Conservative Party,Misreporting Funds,Oppose EU Integration,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Female,Conservative Party,Liberal Democrats,No Scandal,Support EU Integration,No Scandal
86.1.188.221,100,21,TRUE,2018/6/19 05:48,R_2uPedCyv5Gdzbu6,,,,,51.90859985,0.920898438,anonymous,EN,1.395,9.095,9.665,4,Prime Minister 2,1.167,10.705,11.218,4,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Neutral,No Scandal,Male,Conservative Party,Plagiarism,Conservative Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,Male,Liberal Democrats,Plagiarism,Conservative Party
155.245.98.61,100,62,TRUE,2018/6/19 05:49,R_3lQ4uNCTIp79Qgs,,,,,51.88279724,1.004592896,anonymous,EN,53.374,54.543,54.836,2,Prime Minister 1,4.937,4.937,8.072,1,Prime Minister 1,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Having an Extranarital Affair,Male,Neutral,Conservative Party,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Conservative Party,No Scandal,Female,Neutral,Liberal Democrats,Having an Extramarital Affair
155.245.97.161,100,39,TRUE,2018/6/19 05:49,R_3oLsx1Tmq93O2tc,,,,,51.93649292,1.278305054,anonymous,EN,14.385,14.385,15.19,1,Prime Minister 1,23.068,23.068,24.182,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Male,Minister's Partisanship,Labour Party,Neutral,Conservative Party,Sexual Harassment,No Scandal,Female,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Labour Party,Support EU Integration,Conservative Party,Plagiarism,Sexual Harassment,Female,Conservative Party
155.245.62.220,100,26,TRUE,2018/6/19 05:49,R_3n5YBxC9czbmhFa,,,,,51.88330078,0.899993896,anonymous,EN,15.329,15.329,17.007,1,Prime Minister 1,8.332,8.332,9.923,1,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Conservative Party,Male,Plagiarism,Support EU Integration,No Scandal,Conservative Party,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Labour Party,Labour Party,Male,No Scandal,Oppose EU Integration,Misreporting Funds,Labour Party
155.245.60.141,100,17,TRUE,2018/6/19 05:50,R_2v0Qcc4vKwJevmr,,,,,51.88279724,1.004592896,anonymous,EN,5.005,5.458,5.696,2,Prime Minister 2,9.805,9.805,10.569,1,Prime Minister 1,Gender,Female,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Male,Misreporting Funds,Labour Party,No Scandal,Labour Party,Neutral,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Female,Sexual Harassment,Labour Party,Plagiarism,Labour Party,Oppose EU Integration
82.132.233.8,100,38,TRUE,2018/6/19 05:50,R_2EbILYZe1S7lxJ5,,,,,51.49639893,-0.122406006,anonymous,EN,2.981,12.483,15.369,5,Prime Minister 1,1.624,12.38,13.541,3,Prime Minister 2,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Neutral,Conservative Party,Misreporting Funds,Female,Having an Extramarital Affair,Conservative Party,Neutral,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Conservative Party,Sexual Harassment,Male,Plagiarism,Liberal Democrats,Support EU Integration
176.26.250.210,100,40,TRUE,2018/6/19 05:50,R_xgXjEd4f0o1OlkR,,,,,52.08329773,1.166702271,anonymous,EN,16.975,19.571,20.999,5,Prime Minister 1,12.849,16.858,18.001,6,Prime Minister 2,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Neutral,Female,Conservative Party,Sexual Harassment,Conservative Party,Misreporting Funds,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Female,Conservative Party,No Scandal,Conservative Party,Sexual Harassment
51.7.83.115,100,21,TRUE,2018/6/19 05:55,R_3iO7SSSCDb3IiCj,,,,,51.13330078,0.283294678,anonymous,EN,6.237,6.237,11.182,1,Prime Minister 2,7.522,7.522,8.726,1,Prime Minister 1,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,No Scandal,Conservative Party,Sexual Harassment,Neutral,Conservative Party,Female,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Conservative Party,No Scandal,Support EU Integration,Conservative Party,Female,Sexual Harassment
193.113.48.9,100,28,TRUE,2018/6/19 05:56,R_3fcyuxfpfytBaKC,,,,,51.56669617,-0.016693115,anonymous,EN,11.667,11.667,12.698,1,Prime Minister 2,12.206,12.206,15.068,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Gender,Male,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Liberal Democrats,Misreporting Funds,Male,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,Plagiarism,Male,Sexual Harassment,Oppose EU Integration,Labour Party
2.27.191.252,100,44,TRUE,2018/6/19 05:56,R_bQ8Fj2Cux7ZOuu5,,,,,51.88330078,0.899993896,anonymous,EN,3.682,27.833,29.318,2,Prime Minister 2,3.411,10.758,13.362,2,Prime Minister 2,Gender,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,Male,Labour Party,Misreporting Funds,Labour Party,Support EU Integration,Having an Extranarital Affair,Gender,Male,Minister's Partisanship,Conservative Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Misreporting Funds,Male,Labour Party,Misreporting Funds,Labour Party,Oppose EU Integration,Plagiarism
131.111.84.203,100,19,TRUE,2018/6/19 05:57,R_25B0eNLiVzESp0v,,,,,52.19999695,0.116699219,anonymous,EN,10.675,10.675,13.189,1,Prime Minister 1,3.373,3.373,5.09,1,Prime Minister 2,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Male,Conservative Party,Neutral,Sexual Harassment,Conservative Party,Misreporting Funds
2.96.126.200,100,38,TRUE,2018/6/19 05:58,R_3ozQ6UNLWhRd8qM,,,,,51.88330078,0.899993896,anonymous,EN,13.211,15.651,16.786,3,Prime Minister 1,13.146,18.018,19.189,3,Prime Minister 1,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Plagiarism,Conservative Party,Plagiarism,Neutral,Male,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Plagiarism,Conservative Party,Sexual Harassment,Neutral,Male,Conservative Party
146.200.33.46,100,20,TRUE,2018/6/19 06:04,R_22EQuvrpPyr3sxc,,,,,51.94999695,0.633300781,anonymous,EN,0.808,4.202,7.22,4,Prime Minister 2,0.205,4.592,5.627,3,Prime Minister 1,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Labour Party,Having an Extranarital Affair,Sexual Harassment,Labour Party,Neutral,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Sexual Harassment,Sexual Harassment,Liberal Democrats,Support EU Integration,Female
155.245.90.104,100,33,TRUE,2018/6/19 06:05,R_OvszV1p9JJdboGZ,,,,,51.88330078,0.899993896,anonymous,EN,20.304,20.304,21.801,1,Prime Minister 1,10.655,10.655,11.541,1,Prime Minister 2,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Gender,Male,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Liberal Democrats,Sexual Harassment,Male,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,No Scandal,Oppose EU Integration,Labour Party,Labour Party,No Scandal,Male,No Scandal
82.27.112.20,100,71,TRUE,2018/6/19 06:07,R_2AYFsPYucvH1BrY,,,,,51.88330078,0.899993896,anonymous,EN,6.99,44.128,45.676,8,Prime Minister 2,3.39,16.613,23.88,5,Prime Minister 1,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Female,Minister's Partisanship,Conservative Party,Plagiarism,Labour Party,No Scandal,Oppose EU Integration,Male,Labour Party,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Minister's Partisanship,Labour Party,Sexual Harassment,Conservative Party,Plagiarism,Neutral,Male,Liberal Democrats
155.245.155.242,100,44,TRUE,2018/6/19 06:09,R_1ImSUOhTjCvxN5z,,,,,51.90859985,0.920898438,anonymous,EN,1.451,27.842,28.375,6,Prime Minister 1,1.377,12.737,14.111,5,Prime Minister 1,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Male,Labour Party,No Scandal,Support EU Integration,Sexual Harassment,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Male,Liberal Democrats,Misreporting Funds,Neutral,Having an Extranarital Affair,Conservative Party
85.115.54.201,100,26,TRUE,2018/6/19 06:12,R_1FrgELIXLLrBOn1,,,,,51.48910522,-0.110702515,anonymous,EN,10.549,10.549,11.965,1,Prime Minister 2,13.158,13.158,14.488,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Male,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Gender,Female,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Sexual Harassment,Labour Party,Male,Support EU Integration,Plagiarism,Labour Party
90.200.133.108,100,62,TRUE,2018/6/19 06:16,R_2OTiu9d87UgIBfx,,,,,50.8999939,-1.399993896,anonymous,EN,1.339,21.731,22.872,4,Prime Minister 2,35.076,36.123,38.719,3,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Gender,Male,Neutral,Liberal Democrats,Conservative Party,Plagiarism,No Scandal,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Scandal,Having an Extranarital Affair,Gender,Female,Neutral,Liberal Democrats,Conservative Party,Plagiarism,Having an Extranarital Affair,Male
62.255.36.196,100,44,TRUE,2018/6/19 06:17,R_Ofzt1Uw9ATa05cB,,,,,51.90859985,0.920898438,anonymous,EN,33.75,33.75,36.453,1,Prime Minister 1,7.492,7.492,8.954,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Misreporting Funds,Plagiarism,Female,Conservative Party,Neutral,Liberal Democrats,Scandal,Sexual Harassment,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Misreporting Funds,Plagiarism,Male,Conservative Party,Oppose EU Integration,Conservative Party
2.96.125.239,100,41,TRUE,2018/6/19 06:19,R_1LBDwxlZHR8DHhS,,,,,51.88330078,0.899993896,anonymous,EN,19.396,19.396,22.604,1,Prime Minister 2,17.604,17.604,19.346,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Liberal Democrats,Female,No Scandal,Support EU Integration,Having an Extramarital Affair,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Conservative Party,Female,Plagiarism,Neutral,Plagiarism,Conservative Party
188.223.61.86,100,59,TRUE,2018/6/19 06:20,R_R5nXpBUPHfJoHu1,,,,,51.43330383,-1,anonymous,EN,1.149,37.023,38.622,5,Prime Minister 2,2.532,18.123,19.732,5,Prime Minister 2,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Scandal,Plagiarism,No Scandal,Male,Labour Party,Labour Party,Neutral,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,No Scandal,Male,Conservative Party,Conservative Party,Neutral,Misreporting Funds
86.11.248.91,100,30,TRUE,2018/6/19 06:24,R_2Qoi6Lz39OhiWJ2,,,,,51.90859985,0.920898438,anonymous,EN,5.909,11.744,12.82,5,Prime Minister 2,7.937,11.457,11.898,4,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,No Scandal,Liberal Democrats,Male,No Scandal,Support EU Integration,Conservative Party,No Scandal,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Conservative Party,Female,Misreporting Funds,Neutral,Conservative Party,Misreporting Funds
81.153.144.254,100,31,TRUE,2018/6/19 06:27,R_2R99zZL5WDNyrBA,,,,,51.88330078,0.899993896,anonymous,EN,0.549,15.249,15.305,5,Prime Minister 1,0.299,13.584,14.44,5,Prime Minister 2,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Female,Conservative Party,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Support EU Integration,Conservative Party,Misreporting Funds,Male,Conservative Party,Having an Extranarital Affair
46.183.192.158,100,40,TRUE,2018/6/19 06:27,R_ByvFCfzCkLxfqGl,,,,,51.88330078,0.899993896,anonymous,EN,1.8,17.36,17.977,7,Prime Minister 1,4.309,19.316,20.263,4,Prime Minister 1,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Female,Conservative Party,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Support EU Integration,Conservative Party,Misreporting Funds,Male,Conservative Party,Having an Extranarital Affair
82.132.227.159,100,23,TRUE,2018/6/19 06:27,R_1n0XmYa32YjaSC9,,,,,51.6000061,-0.066696167,anonymous,EN,1.846,12.911,13.402,4,Prime Minister 1,3.309,6.894,8.88,4,Prime Minister 2,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Labour Party,Neutral,Misreporting Funds,Female,Labour Party,Having an Extranarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Conservative Party,Support EU Integration,Plagiarism,Male,Conservative Party,Sexual Harassment
94.197.120.217,100,23,TRUE,2018/6/19 06:28,R_D34ybzy5dY4KjRL,,,,,51.51420593,-0.093093872,anonymous,EN,1.98,10.607,12.301,3,Prime Minister 2,2.07,8.294,8.998,3,Prime Minister 1,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,No Scandal,No Scandal,Labour Party,Neutral,Labour Party,Male,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Misreporting Funds,Sexual Harassment,Conservative Party,Oppose EU Integration,Conservative Party,Male
82.132.228.55,100,20,TRUE,2018/6/19 06:28,R_1q3yWGxUJR6mzGy,,,,,53.38330078,-2.600006104,anonymous,EN,1.653,8.254,9.314,5,Prime Minister 1,0.688,11.421,12.508,4,Prime Minister 2,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Support EU Integration,Female,Sexual Harassment,Labour Party,Labour Party,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Neutral,Female,Plagiarism,Labour Party,Labour Party,Plagiarism
155.245.29.160,100,13,TRUE,2018/6/19 06:29,R_XtshHt91FNSnWKd,,,,,51.90859985,0.920898438,anonymous,EN,6.59,6.59,8.066,1,Prime Minister 2,3.732,3.732,4.6,1,Prime Minister 1,Gender,Female,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Male,No Scandal,Liberal Democrats,Conservative Party,Misreporting Funds,Neutral,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Male,Misreporting Funds,Labour Party,Labour Party,Misreporting Funds,Support EU Integration
90.219.104.118,100,64,TRUE,2018/6/19 06:29,R_2c1ORLAv1dEpp6U,,,,,52.08329773,1.166702271,anonymous,EN,6.752,41.292,42.852,3,Prime Minister 2,19.126,20.434,20.968,3,Prime Minister 2,Gender,Male,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Male,Conservative Party,Misreporting Funds,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Gender,Female,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Female,Conservative Party,Having an Extranarital Affair,Oppose EU Integration,Misreporting Funds,Conservative Party
