,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First.Click,Q3_Last.Click,Q3_Page.Submit,Q3_Click.Count,Q4,Q5_First.Click,Q5_Last.Click,Q5_Page.Submit,Q5_Click.Count,Q6,F.1.1,F.1.1.1,F.1.2,F.1.1.2,F.1.3,F.1.1.3,F.1.4,F.1.1.4,F.1.5,F.1.1.5,F.1.6,F.1.1.6,F.1.2.1,F.1.2.2,F.1.2.3,F.1.2.4,F.1.2.5,F.1.2.6,F.2.1,F.2.1.1,F.2.2,F.2.1.2,F.2.3,F.2.1.3,F.2.4,F.2.1.4,F.2.5,F.2.1.5,F.2.6,F.2.1.6,F.2.2.1,F.2.2.2,F.2.2.3,F.2.2.4,F.2.2.5,F.2.2.6
306,81.135.1.48,100,38,TRUE,2018/6/19 08:02,R_3qmj3y5mShZEZix,NA,NA,NA,NA,51.89660645,-0.634506226,anonymous,EN,8.705,9.802,13.106,2,Prime Minister 1,19.852,21.725,23.815,2,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Conservative Party,Conservative Party,Oppose EU Integration,Plagiarism,Having an Extranarital Affair,Male,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Liberal Democrats,Labour Party,Neutral,Plagiarism,Misreporting Funds,Female,Labour Party
307,86.11.249.25,100,14,TRUE,2018/6/19 08:03,R_3L0GwhK65pI3MN6,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,1.399,7.455,7.522,7,Prime Minister 1,2.199,3.179,4.699,4,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,No Scandal,Labour Party,Labour Party,Plagiarism,Support EU Integration,Female,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Having an Extranarital Affair,Conservative Party,Conservative Party,Sexual Harassment,Support EU Integration,Female
308,86.135.29.157,100,56,TRUE,2018/6/19 08:03,R_2cjiaGNH64PKvdU,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,20.26,21.552,36.923,3,Prime Minister 1,16.165,17.642,19.403,3,Prime Minister 2,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Female,Misreporting Funds,Oppose EU Integration,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Having an Extramarital Affair,Liberal Democrats,Female,Sexual Harassment,Neutral,Conservative Party
309,217.9.203.114,100,22,TRUE,2018/6/19 08:07,R_1i20cFnsJQJO87D,NA,NA,NA,NA,53.16670227,-3.083297729,anonymous,EN,4.09,7.685,8.285,4,Prime Minister 1,4.842,8.13,9.425,4,Prime Minister 1,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,Plagiarism,Labour Party,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,Having an Extranarital Affair,Liberal Democrats
310,155.245.56.74,100,48,TRUE,2018/6/19 08:12,R_2Po00j7H42hitqT,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,31.995,31.995,33.234,1,Prime Minister 2,15.337,15.337,16.868,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Male,Liberal Democrats,Support EU Integration,Having an Extranarital Affair,Conservative Party,Plagiarism,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Gender,Male,Liberal Democrats,Oppose EU Integration,No Scandal,Conservative Party,Misreporting Funds,Female
311,217.43.97.236,100,26,TRUE,2018/6/19 08:13,R_30vZNeDWLXaCADe,NA,NA,NA,NA,51.73210144,-1.206298828,anonymous,EN,1.369,12.468,15.597,3,Prime Minister 1,0.719,7.989,9.285,5,Prime Minister 1,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Female,Support EU Integration,Sexual Harassment,Plagiarism,Labour Party,Labour Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Female,Oppose EU Integration,Misreporting Funds,Misreporting Funds,Liberal Democrats,Conservative Party
312,82.145.55.37,100,30,TRUE,2018/6/19 08:17,R_2fvexia1OjNwcxz,NA,NA,NA,NA,51.49639893,-0.122406006,anonymous,EN,8.127,8.643,11.192,3,Prime Minister 2,1.081,17.994,18.026,5,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Labour Party,Having an Extranarital Affair,Oppose EU Integration,Male,Labour Party,Misreporting Funds,Minister's Partisanship,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Labour Party,Having an Extranarital Affair,Support EU Integration,Male,Labour Party,Misreporting Funds
313,90.252.28.83,100,52,TRUE,2018/6/19 08:30,R_3Puhoh943RJ4I05,NA,NA,NA,NA,50.86669922,-1.016693115,anonymous,EN,19.448,19.448,21.382,1,Prime Minister 2,23.215,23.215,26.181,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Conservative Party,Liberal Democrats,Male,Neutral,Plagiarism,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Male,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Conservative Party,Liberal Democrats,Male,Support EU Integration,Sexual Harassment,Misreporting Funds
314,90.218.93.254,100,103,TRUE,2018/6/19 08:32,R_Cf97ICJHJj4TDZn,NA,NA,NA,NA,52.08329773,1.166702271,anonymous,EN,14.293,51.531,53.022,9,Prime Minister 2,50.13,55.762,58.223,4,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,Labour Party,Labour Party,No Scandal,No Scandal,Female,Neutral,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Labour Party,Labour Party,Having an Extranarital Affair,Sexual Harassment,Female,Oppose EU Integration
315,86.154.46.108,100,40,TRUE,2018/6/19 09:00,R_3CJaI5Nuj4QUhtF,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,15.42,15.428,16.671,2,Prime Minister 2,20.908,20.915,22.217,2,Prime Minister 1,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Male,Labour Party,Labour Party,No Scandal,Support EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Female,Conservative Party,Liberal Democrats,Plagiarism,Neutral,Plagiarism
