,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First.Click,Q3_Last.Click,Q3_Page.Submit,Q3_Click.Count,Q4,Q5_First.Click,Q5_Last.Click,Q5_Page.Submit,Q5_Click.Count,Q6,F.1.1,F.1.1.1,F.1.2,F.1.1.2,F.1.3,F.1.1.3,F.1.4,F.1.1.4,F.1.5,F.1.1.5,F.1.6,F.1.1.6,F.1.2.1,F.1.2.2,F.1.2.3,F.1.2.4,F.1.2.5,F.1.2.6,F.2.1,F.2.1.1,F.2.2,F.2.1.2,F.2.3,F.2.1.3,F.2.4,F.2.1.4,F.2.5,F.2.1.5,F.2.6,F.2.1.6,F.2.2.1,F.2.2.2,F.2.2.3,F.2.2.4,F.2.2.5,F.2.2.6
306,81.135.1.48,100,46,TRUE,2018/6/19 08:02,R_3sh38p8kgOKBuJY,NA,NA,NA,NA,51.89660645,-0.634506226,anonymous,EN,16.711,18.913,21.035,2,Prime Minister 2,9.544,13.086,24.697,2,Prime Minister 2,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Gender,Male,No Scandal,Labour Party,Support EU Integration,Labour Party,Having an Extramarital Affair,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Gender,Male,Having an Extranarital Affair,Labour Party,Neutral,Labour Party,No Scandal,Male
307,86.11.249.25,100,21,TRUE,2018/6/19 08:02,R_3pb64I8aL5yyYG8,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.047,7.51,7.886,5,Prime Minister 2,5.708,6.927,7.678,3,Prime Minister 2,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Liberal Democrats,Misreporting Funds,Conservative Party,Neutral,Plagiarism,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,Liberal Democrats,Plagiarism,Conservative Party,Oppose EU Integration,Having an Extranarital Affair,Female
308,86.135.29.157,100,47,TRUE,2018/6/19 08:02,R_3HLzauNei61N1Px,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,21.422,23.074,24.48,3,Prime Minister 2,19.496,21.41,21.929,4,Prime Minister 2,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,No Scandal,Conservative Party,Neutral,Male,Conservative Party,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,No Scandal,Labour Party,Oppose EU Integration,Male,Labour Party,Misreporting Funds
309,217.9.203.114,100,21,TRUE,2018/6/19 08:07,R_1IgZhoODaQBIC5d,NA,NA,NA,NA,53.16670227,-3.083297729,anonymous,EN,1.162,5.385,7.093,3,Prime Minister 1,0.935,10.827,11.457,4,Prime Minister 1,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Misreporting Funds,Male,Conservative Party,Liberal Democrats,Neutral,Misreporting Funds,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Misreporting Funds,Male,Conservative Party,Conservative Party,Support EU Integration,No Scandal
310,155.245.56.74,100,38,TRUE,2018/6/19 08:11,R_3dGKDIySXZSMxtZ,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,21.04,21.04,22.182,1,Prime Minister 2,13.94,13.94,16.882,1,Prime Minister 2,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Liberal Democrats,Plagiarism,Plagiarism,Oppose EU Integration,Female,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Conservative Party,Liberal Democrats,No Scandal,No Scandal,Support EU Integration,Female
311,217.43.97.236,100,37,TRUE,2018/6/19 08:13,R_sjU0zZrFbVDBFOV,NA,NA,NA,NA,51.73210144,-1.206298828,anonymous,EN,1.915,17.792,20.236,3,Prime Minister 1,2.635,13.922,14.997,4,Prime Minister 1,Gender,Female,EU Integration,Oppose EU Integration,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Male,Oppose EU Integration,No Scandal,Sexual Harassment,Labour Party,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Female,Oppose EU Integration,Having an Extranarital Affair,Misreporting Funds,Conservative Party,Conservative Party
312,82.145.55.37,100,23,TRUE,2018/6/19 08:17,R_3ESdDmzLWIj67wW,NA,NA,NA,NA,51.49639893,-0.122406006,anonymous,EN,5.396,13.828,13.862,4,Prime Minister 1,2.512,7.019,7.947,3,Prime Minister 1,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Male,Scandal,Having an Extranarital Affair,Oppose EU Integration,Conservative Party,Misreporting Funds,Conservative Party,Female,Misreporting Funds,EU Integration,Neutral,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,Scandal,Misreporting Funds,Oppose EU Integration,Labour Party,Misreporting Funds,Labour Party,Male,Misreporting Funds
313,90.252.28.83,100,30,TRUE,2018/6/19 08:30,R_tPxTX1EgFAkuxbz,NA,NA,NA,NA,50.86669922,-1.016693115,anonymous,EN,8.693,8.693,21.949,1,Prime Minister 1,5.26,5.26,7.41,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,Conservative Party,Oppose EU Integration,Conservative Party,Female,Misreporting Funds,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,No Scandal,Scandal,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Conservative Party,Male,Having an Extramarital Affair,Plagiarism
314,90.218.93.254,100,102,TRUE,2018/6/19 08:30,R_2VKlikLmbMmtD1g,NA,NA,NA,NA,52.08329773,1.166702271,anonymous,EN,71.618,79.371,81.37,7,Prime Minister 1,15.309,26.482,28.575,4,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,EU Integration,Neutral,Labour Party,Misreporting Funds,Labour Party,Male,Plagiarism,Oppose EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Labour Party,Male,Misreporting Funds,Neutral
315,86.154.46.108,100,49,TRUE,2018/6/19 08:59,R_3LkmiqAUNx3yCaw,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,15.721,15.728,18.025,2,Prime Minister 2,19.705,19.71,20.998,2,Prime Minister 2,Gender,Male,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Female,Labour Party,No Scandal,Labour Party,No Scandal,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Female,Conservative Party,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Neutral
