,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First.Click,Q1_Last.Click,Q1_Page.Submit,Q1_Click.Count,Q3_First.Click,Q3_Last.Click,Q3_Page.Submit,Q3_Click.Count,Q4,Q5_First.Click,Q5_Last.Click,Q5_Page.Submit,Q5_Click.Count,Q6,F.1.1,F.1.1.1,F.1.2,F.1.1.2,F.1.3,F.1.1.3,F.1.4,F.1.1.4,F.1.5,F.1.1.5,F.1.6,F.1.1.6,F.1.7,F.1.1.7,F.1.2.1,F.1.2.2,F.1.2.3,F.1.2.4,F.1.2.5,F.1.2.6,F.1.2.7,F.2.1,F.2.1.1,F.2.2,F.2.1.2,F.2.3,F.2.1.3,F.2.4,F.2.1.4,F.2.5,F.2.1.5,F.2.6,F.2.1.6,F.2.7,F.2.1.7,F.2.2.1,F.2.2.2,F.2.2.3,F.2.2.4,F.2.2.5,F.2.2.6,F.2.2.7
289,31.75.198.168,100,63,TRUE,2018/6/19 07:05,R_3Q1o652FSMaotoZ,NA,NA,NA,NA,51.51420593,-0.093093872,anonymous,EN,1.219,16.648,19.694,5,13.22,16.728,19.045,5,Minister 1,0.382,9.001,10.089,3,Minister 1,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,Gender,Female,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Support EU Integration,Conservative Party,No Scandal,Female,No Scandal,Support EU Integration,Conservative Party,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Support EU Integration,Labour Party,Having an Extramarital Affair,Female,Having an Extramarital Affair,Support EU Integration,Labour Party
290,155.245.59.41,100,52,TRUE,2018/6/19 07:06,R_1NfYlNQkVXvjhtb,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,0,0,19.038,0,17.347,17.347,18.731,1,Minister 1,14.174,14.174,15.619,1,Minister 1,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Male,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,Oppose EU Integration,Misreporting Funds,Male,Conservative Party,Support EU Integration,Misreporting Funds,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Neutral,Misreporting Funds,Female,Conservative Party,Oppose EU Integration,No Scandal,Conservative Party
291,92.40.248.50,100,61,TRUE,2018/6/19 07:13,R_2aWhfnUESvfn1Mh,NA,NA,NA,NA,51.6000061,-0.066696167,anonymous,EN,1.656,5.278,8.433,2,1.096,24.06,28.486,4,Minister 2,1.238,17.558,19.602,6,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Plagiarism,Liberal Democrats,Male,Support EU Integration,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Labour Party,Oppose EU Integration,Sexual Harassment,Labour Party,Male,Oppose EU Integration,Plagiarism
292,5.151.221.253,100,82,TRUE,2018/6/19 07:16,R_3MrMmhP7b8m4ise,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,1.022,35.79,36.376,13,1.326,34.01,34.914,13,Minister 1,1.002,8.197,9.111,4,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Conservative Party,Support EU Integration,No Scandal,Male,Support EU Integration,Conservative Party,Sexual Harassment,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Labour Party,Neutral,Plagiarism,Female,Support EU Integration,Labour Party,Having an Extramarital Affair
293,86.1.184.137,100,42,TRUE,2018/6/19 07:18,R_1JXgu6p6oDTXWWr,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,5.677,5.677,7.714,1,2.665,15.615,16.064,5,Minister 1,2.334,10.4,10.78,5,Minister 1,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Oppose EU Integration,Female,Liberal Democrats,No Scandal,Sexual Harassment,Neutral,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,PM's Scandal,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Neutral,Female,Conservative Party,No Scandal,Misreporting Funds,Support EU Integration,Conservative Party
294,90.255.21.138,100,57,TRUE,2018/6/19 07:20,R_3JwRLO3ZZxU0eze,NA,NA,NA,NA,51.5,-0.116699219,anonymous,EN,0,0,30.087,0,9.988,9.988,10.687,1,Minister 2,14.632,14.632,15.425,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Oppose EU Integration,Support EU Integration,No Scandal,Female,Labour Party,Labour Party,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Support EU Integration,Oppose EU Integration,Misreporting Funds,Female,Conservative Party,Conservative Party,Having an Extramarital Affair
295,84.92.90.30,100,34,TRUE,2018/6/19 07:25,R_2CqCIUStSyvemrp,NA,NA,NA,NA,51.65719604,0.760803223,anonymous,EN,2.017,5.068,5.505,5,2.059,15.828,16.392,12,Minister 2,3.523,8.623,10.1,5,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Support EU Integration,Neutral,Plagiarism,Plagiarism,Female,Labour Party,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,No Scandal,Gender,Male,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Oppose EU Integration,No Scandal,No Scandal,Male,Conservative Party,Liberal Democrats
296,81.147.69.209,100,103,TRUE,2018/6/19 07:27,R_2rx8kR4Fmwq4v6t,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,8.144,24.053,32.612,2,24.245,24.265,26.217,2,Minister 1,2.391,38.023,41.5,3,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Conservative Party,Male,Oppose EU Integration,Plagiarism,Liberal Democrats,Plagiarism,Neutral,PM's Partisanship,Conservative Party,Gender,Female,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,Conservative Party,Female,Neutral,No Scandal,Liberal Democrats,Plagiarism,Oppose EU Integration
297,86.14.185.252,100,93,TRUE,2018/6/19 07:29,R_2vddQjYMD7aaIZh,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0.806,53.678,54.161,20,0.3,14.393,15.482,6,Minister 2,1.357,19.882,20.453,9,Minister 1,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Sexual Harassment,Support EU Integration,No Scandal,Conservative Party,Conservative Party,Male,Support EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Sexual Harassment,Neutral,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Male,Neutral
298,147.147.162.56,100,127,TRUE,2018/6/19 07:31,R_2sZOlYDRYnKbMpQ,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,44.359,0,16.674,16.674,18.902,1,Minister 2,42.634,61.672,64.103,2,Minister 2,PM's Position in EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Scandal,No Scandal,Support EU Integration,Male,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,Conservative Party,Plagiarism,PM's Position in EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Neutral,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,Conservative Party,Misreporting Funds
299,82.132.218.185,100,17,TRUE,2018/6/19 07:34,R_3F52on8WBriBRGp,NA,NA,NA,NA,51.51669312,-0.333297729,anonymous,EN,1.187,2.246,3.826,2,0.703,6.947,7.565,5,Minister 2,0.703,2.929,3.388,5,Minister 1,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Conservative Party,No Scandal,Female,Oppose EU Integration,Sexual Harassment,Conservative Party,Neutral,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Labour Party,Having an Extramarital Affair,Male,Support EU Integration,Plagiarism,Labour Party,Support EU Integration
300,86.161.54.232,100,46,TRUE,2018/6/19 07:49,R_1jwdSN3cmoDsyCs,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,6.949,14.187,15.545,4,19.121,19.868,20.418,3,Minister 1,7.62,8.651,9.082,3,Minister 2,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,EU Integration,Neutral,PM's Partisanship,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration,Male,Plagiarism,Neutral,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,No Scandal,Conservative Party,Oppose EU Integration,Male,Plagiarism,Neutral,Conservative Party
301,155.245.62.47,100,44,TRUE,2018/6/19 07:50,R_se66WWXLpGogOgV,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,3.423,0,21.769,22.667,23.613,2,Minister 2,15.813,15.813,16.85,1,Minister 1,EU Integration,Neutral,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Oppose EU Integration,Female,Neutral,Misreporting Funds,Labour Party,Labour Party,No Scandal,EU Integration,Neutral,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Neutral,Female,Neutral,Sexual Harassment,Conservative Party,Liberal Democrats,Misreporting Funds
303,155.245.69.102,100,34,TRUE,2018/6/19 07:58,R_2ZWhJqZMMH25PBz,NA,NA,NA,NA,51.93649292,1.278305054,anonymous,EN,0,0,12.092,0,6.787,6.787,8.206,1,Minister 2,10.715,10.715,12.917,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Scandal,Having an Extramarital Affair,Gender,Female,Support EU Integration,Conservative Party,Conservative Party,Oppose EU Integration,No Scandal,Misreporting Funds,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Gender,Male,Oppose EU Integration,Conservative Party,Conservative Party,Neutral,Having an Extramarital Affair,Sexual Harassment,Male
304,213.205.251.27,100,18,TRUE,2018/6/19 08:01,R_3qRamlERzUGCMiR,NA,NA,NA,NA,51.55000305,0.166702271,anonymous,EN,2.868,2.868,3.843,1,0.091,1.138,1.573,3,Minister 2,0.431,1.055,1.575,3,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Labour Party,Oppose EU Integration,Female,Labour Party,Sexual Harassment,Neutral,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Conservative Party,Support EU Integration,Male,Conservative Party,Having an Extramarital Affair,Support EU Integration,No Scandal
305,86.11.249.25,100,16,TRUE,2018/6/19 08:03,R_2YfVgnUrIXDIcW0,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,4.941,4.941,7.415,1,0.773,2.915,3.396,5,Minister 2,0.887,3.127,3.389,4,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,No Scandal,Gender,Male,PM's Position in EU Integration,Support EU Integration,Labour Party,No Scandal,Labour Party,Support EU Integration,Having an Extramarital Affair,Male,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,Conservative Party,No Scandal,Conservative Party,Support EU Integration,Plagiarism,Male,Support EU Integration
306,155.245.155.242,100,79,TRUE,2018/6/19 08:03,R_27jpvCayIWYlCfF,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,10.02,36.508,37.13,7,3.521,18.476,19.289,6,Minister 1,1.062,19.871,20.648,6,Minister 2,Gender,Male,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Female,Misreporting Funds,Neutral,Conservative Party,Liberal Democrats,Plagiarism,Neutral,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Male,No Scandal,Neutral,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Neutral
307,81.135.1.48,100,100,TRUE,2018/6/19 08:04,R_27jwiluRuYjjb3s,NA,NA,NA,NA,51.89660645,-0.634506226,anonymous,EN,22.196,22.196,27.003,1,20.385,21.698,22.853,2,Minister 2,44.352,46.427,48.383,2,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Sexual Harassment,Support EU Integration,Misreporting Funds,Male,Conservative Party,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Support EU Integration,Sexual Harassment,Support EU Integration,Having an Extramarital Affair,Female,Conservative Party,Conservative Party
308,86.135.29.157,100,129,TRUE,2018/6/19 08:06,R_0HOOfoVHSlY9p0B,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,23.272,39.755,41.323,2,53.554,56.623,60.316,3,Minister 2,21.803,23.096,24.341,3,Minister 2,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Labour Party,Labour Party,Male,Misreporting Funds,No Scandal,Oppose EU Integration,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,Conservative Party,Conservative Party,Female,Misreporting Funds,Plagiarism,Oppose EU Integration
309,217.9.203.114,100,28,TRUE,2018/6/19 08:08,R_1hT5uFrgmN9jY5M,NA,NA,NA,NA,53.16670227,-3.083297729,anonymous,EN,6.068,8.087,8.86,3,0.7,9.69,10.352,4,Minister 1,1.616,5.242,5.728,4,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Oppose EU Integration,Support EU Integration,Labour Party,Having an Extramarital Affair,Labour Party,Having an Extramarital Affair,Female,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Neutral,Support EU Integration,Liberal Democrats,Misreporting Funds,Conservative Party,Misreporting Funds,Female,Neutral
310,155.245.56.74,100,58,TRUE,2018/6/19 08:13,R_31WQnClsyEu7Vyk,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,22.77,22.77,24.681,1,15.32,15.32,17.554,1,Minister 2,16.469,16.469,17.506,1,Minister 2,Gender,Female,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Neutral,Female,Support EU Integration,Plagiarism,Sexual Harassment,Liberal Democrats,Conservative Party,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Neutral,Female,Neutral,No Scandal,Sexual Harassment,Conservative Party,Conservative Party,Support EU Integration
311,217.43.97.236,100,97,TRUE,2018/6/19 08:15,R_10uxueEFwKPPuuL,NA,NA,NA,NA,51.73210144,-1.206298828,anonymous,EN,11.007,49.023,49.879,8,3.008,26.392,28.671,6,Minister 1,0.987,11.029,12.526,4,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Support EU Integration,Oppose EU Integration,Female,Sexual Harassment,No Scandal,Conservative Party,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Support EU Integration,Neutral,Female,Plagiarism,Having an Extramarital Affair,Conservative Party,Conservative Party
312,82.145.55.37,100,54,TRUE,2018/6/19 08:18,R_2QfTdRqX3Sreyyy,NA,NA,NA,NA,51.49639893,-0.122406006,anonymous,EN,2.379,2.379,4.216,1,0.483,10.112,12.888,5,Minister 1,1.583,34.276,35.611,6,Minister 1,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Oppose EU Integration,No Scandal,Liberal Democrats,Male,Conservative Party,Support EU Integration,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Support EU Integration,Misreporting Funds,Conservative Party,Female,Conservative Party,Oppose EU Integration,Sexual Harassment
313,90.252.28.83,100,58,TRUE,2018/6/19 08:31,R_1gGEymdYEaW7NAj,NA,NA,NA,NA,50.86669922,-1.016693115,anonymous,EN,0,0,29.064,0,14.175,14.175,16.654,1,Minister 2,8.229,8.229,11.197,1,Minister 2,Gender,Male,Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Male,Having an Extramarital Affair,Support EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Liberal Democrats,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Male,Plagiarism,Neutral,Neutral,Sexual Harassment,Conservative Party,Liberal Democrats
314,90.218.93.254,100,212,TRUE,2018/6/19 08:36,R_3lz7sVNblcQkRTR,NA,NA,NA,NA,52.08329773,1.166702271,anonymous,EN,13.037,80.698,82.718,6,54.33,62.187,64.979,5,Minister 2,36.942,78.983,80.832,12,Minister 2,PM's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,No Scandal,Male,Conservative Party,Support EU Integration,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Partisanship,Labour Party,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Having an Extramarital Affair,Female,Labour Party,Oppose EU Integration,Labour Party,Sexual Harassment,Oppose EU Integration
315,86.154.46.108,100,90,TRUE,2018/6/19 09:01,R_3HzWOiHL3idg0uH,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,21.695,0,42.037,42.047,43.596,2,Minister 1,17.666,17.671,18.939,2,Minister 2,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Having an Extramarital Affair,Plagiarism,Conservative Party,Oppose EU Integration,Male,Support EU Integration,Conservative Party,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Sexual Harassment,Sexual Harassment,Labour Party,Support EU Integration,Female,Support EU Integration,Labour Party
